"Population by Mother tongue","Number"
"Achhami",""
"Female","21"
"Male","44"
"Assami",""
"Female","11"
"Male","17"
"Athpariya",""
"Female","6"
"Male","7"
"Avadhi",""
"Female","159"
"Male","228"
"Bahing",""
"Female","82"
"Male","72"
"Baitadeli",""
"Female","24"
"Male","59"
"Bajhangi",""
"Female","21"
"Male","27"
"Bajjika",""
"Female","28"
"Male","132"
"Bangla",""
"Female","591"
"Male","2408"
"Bantawa",""
"Female","247"
"Male","221"
"Belhare",""
"Female","6"
"Male","10"
"Bhojpuri",""
"Female","4546"
"Male","11075"
"Bhujel",""
"Female","23"
"Male","28"
"Bote",""
"Female","15"
"Male","13"
"Chamling",""
"Female","281"
"Male","276"
"Chepang",""
"Female","31"
"Male","29"
"Chhantyal",""
"Female","26"
"Male","31"
"Chinese",""
"Female","19"
"Male","31"
"Danuwar",""
"Female","83"
"Male","114"
"Darai",""
"Female","20"
"Male","15"
"Dhimal",""
"Female","82"
"Male","79"
"Doteli",""
"Female","457"
"Male","917"
"Dumi",""
"Female","29"
"Male","29"
"Dura",""
"Female","6"
"Male","11"
"English",""
"Female","199"
"Male","254"
"French",""
"Female","5"
"Male","6"
"Ghale",""
"Female","156"
"Male","136"
"Gurung",""
"Female","6225"
"Male","5738"
"Hayu/Vayu",""
"Female","4"
"Male","12"
"Hindi",""
"Female","6466"
"Male","11142"
"Hyolmo/Yholmo",""
"Female","281"
"Male","237"
"Jirel",""
"Female","80"
"Male","100"
"Khaling",""
"Female","40"
"Male","31"
"Kham",""
"Female","18"
"Male","18"
"Khash",""
"Female","7"
"Male","12"
"Kulung",""
"Female","62"
"Male","80"
"Kumal",""
"Female","34"
"Male","41"
"Lapcha",""
"Female","8"
"Male","7"
"Lhomi",""
"Female","8"
"Male","11"
"Limbu",""
"Female","1629"
"Male","1645"
"Lohorung",""
"Female","9"
"Male","10"
"Magahi",""
"Female","6"
"Male","11"
"Magar",""
"Female","5295"
"Male","6024"
"Maithili",""
"Female","9328"
"Male","18193"
"Majhi",""
"Female","106"
"Male","103"
"Manange",""
"Female","181"
"Male","184"
"Nachhiring",""
"Female","10"
"Male","15"
"Nepali",""
"Female","286699"
"Male","310871"
"Newar",""
"Female","93753"
"Male","91577"
"Not Reported",""
"Female","219"
"Male","270"
"Oriya",""
"Female","98"
"Male","218"
"Others",""
"Female","1108"
"Male","1139"
"Punjabi",""
"Female","33"
"Male","46"
"Rai",""
"Female","3847"
"Male","3616"
"Rajbanshi",""
"Female","138"
"Male","214"
"Rajsthani",""
"Female","2584"
"Male","2888"
"Sampang",""
"Female","18"
"Male","25"
"Sanskrit",""
"Female","10"
"Male","25"
"Santhali",""
"Female","22"
"Male","53"
"Sherpa",""
"Female","5297"
"Male","4876"
"Sign Language",""
"Female","33"
"Male","56"
"Sunuwar",""
"Female","533"
"Male","481"
"Tajpuriya",""
"Female","9"
"Male","17"
"Tamang",""
"Female","26712"
"Male","27397"
"Thakali",""
"Female","419"
"Male","391"
"Thami",""
"Female","102"
"Male","124"
"Tharu",""
"Female","2445"
"Male","3887"
"Thulung",""
"Female","100"
"Male","110"
"Tibetan",""
"Female","535"
"Male","498"
"Uranw/Urau",""
"Female","8"
"Male","18"
"Urdu",""
"Female","1832"
"Male","3049"
"Wambule",""
"Female","30"
"Male","38"
"Yakkha",""
"Female","54"
"Male","66"
"Yamphu/Yamphe",""
"Female","3"
"Male","8"
