"Population by Educational Attainment","Number"
"Beginners",""
"Female","9826"
"Male","11452"
"Graduate and Equivalent",""
"Female","38297"
"Male","60400"
"Intermediate and Equivalent",""
"Female","65105"
"Male","80215"
"Level not Stated",""
"Female","1708"
"Male","1667"
"Lower Secondary (Class 6-8)",""
"Female","50026"
"Male","57542"
"Non Formal Education",""
"Female","14027"
"Male","10072"
"Others",""
"Female","310"
"Male","385"
"Post Graduate Equivalent and Above",""
"Female","13911"
"Male","31050"
"Primary Education (1-5 Class)",""
"Female","69191"
"Male","78093"
"Secondary Level (Class 9-10)",""
"Female","42181"
"Male","47878"
"SLC and Equivalent",""
"Female","58678"
"Male","70054"
