"Population by Educational Attainment","Number"
"Beginners",""
"Female","500"
"Male","507"
"","1007"
"Graduate and Equivalent",""
"Female","13"
"Male","217"
"","230"
"Intermediate and Equivalent",""
"Female","278"
"Male","545"
"","823"
"Level not Stated",""
"Female","24"
"Male","13"
"","37"
"Lower Secondary (Class 6-8)",""
"Female","1908"
"Male","2494"
"","4402"
"Non Formal Education",""
"Female","583"
"Male","282"
"","865"
"Others",""
"Female","10"
"Male","10"
"","20"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","67"
"","72"
"Primary Education (1-5 Class)",""
"Female","4073"
"Male","4291"
"","8364"
"Secondary Level (Class 9-10)",""
"Female","883"
"Male","1407"
"","2290"
"SLC and Equivalent",""
"Female","568"
"Male","964"
"","1532"
