"Population by disability type","Number"
"Blind/low vision",""
"Female","11"
"Male","18"
"","29"
"Deaf/hard of hearing",""
"Female","12"
"Male","22"
"","34"
"Deaf-Blind",""
"Female","2"
"Male","1"
"","3"
"Intellectual disable",""
"Female","0"
"Male","1"
"","1"
"Mental disable",""
"Female","4"
"Male","0"
"","4"
"Multiple disable",""
"Female","13"
"Male","15"
"","28"
"No disability",""
"Female","1099"
"Male","995"
"","2094"
"Physical",""
"Female","25"
"Male","41"
"","66"
"Speech problem",""
"Female","6"
"Male","8"
"","14"
