"Population by Educational Attainment","Number"
"Beginners",""
"Female","646"
"Male","693"
"","1339"
"Graduate and Equivalent",""
"Female","6"
"Male","34"
"","40"
"Intermediate and Equivalent",""
"Female","70"
"Male","105"
"","175"
"Level not Stated",""
"Female","13"
"Male","7"
"","20"
"Lower Secondary (Class 6-8)",""
"Female","1015"
"Male","1138"
"","2153"
"Non Formal Education",""
"Female","1028"
"Male","537"
"","1565"
"Others",""
"Female","2"
"Male","7"
"","9"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","13"
"","15"
"Primary Education (1-5 Class)",""
"Female","3561"
"Male","4119"
"","7680"
"Secondary Level (Class 9-10)",""
"Female","273"
"Male","383"
"","656"
"SLC and Equivalent",""
"Female","188"
"Male","316"
"","504"
