"Population by Educational Attainment","Number"
"Beginners",""
"Female","332"
"Male","384"
"Graduate and Equivalent",""
"Female","3"
"Male","49"
"Intermediate and Equivalent",""
"Female","46"
"Male","151"
"Level not Stated",""
"Female","28"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","426"
"Male","1056"
"Non Formal Education",""
"Female","87"
"Male","36"
"Others",""
"Female","9"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","8"
"Primary Education (1-5 Class)",""
"Female","2044"
"Male","2476"
"Secondary Level (Class 9-10)",""
"Female","183"
"Male","500"
"SLC and Equivalent",""
"Female","97"
"Male","359"
