"Population by Educational Attainment","Number"
"Beginners",""
"Female","77"
"Male","82"
"Graduate and Equivalent",""
"Female","14"
"Male","134"
"Intermediate and Equivalent",""
"Female","63"
"Male","334"
"Level not Stated",""
"Female","22"
"Male","30"
"Lower Secondary (Class 6-8)",""
"Female","652"
"Male","1467"
"Non Formal Education",""
"Female","8"
"Male","25"
"Others",""
"Female","5"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","2100"
"Male","2923"
"Secondary Level (Class 9-10)",""
"Female","223"
"Male","774"
"SLC and Equivalent",""
"Female","129"
"Male","408"
