"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","153"
"Male","174"
"Baraee",""
"Female","643"
"Male","671"
"Bin",""
"Female","62"
"Male","75"
"Brahman - Hill",""
"Female","105"
"Male","129"
"Brahman - Tarai",""
"Female","45"
"Male","54"
"Chamar/ Harijan/ Ram",""
"Female","689"
"Male","754"
"Chamling",""
"Female","11"
"Male","12"
"Chhetri",""
"Female","575"
"Male","643"
"Damai/Dholi",""
"Female","16"
"Male","17"
"Dhobi",""
"Female","131"
"Male","176"
"Dhunia",""
"Female","45"
"Male","52"
"Dom",""
"Female","18"
"Male","14"
"Dusadh/ Pasawan/ Pasi",""
"Female","392"
"Male","417"
"Gaderi/Bhedihar",""
"Female","34"
"Male","37"
"Hajam/Thakur",""
"Female","142"
"Male","161"
"Halkhor",""
"Female","7"
"Male","6"
"Kanu",""
"Female","135"
"Male","143"
"Kathabaniyan",""
"Female","127"
"Male","138"
"Kayastha",""
"Female","17"
"Male","16"
"Koiri/Kushwaha",""
"Female","733"
"Male","697"
"Kumhar",""
"Female","69"
"Male","73"
"Kurmi",""
"Female","835"
"Male","928"
"Limbu",""
"Female","9"
"Male","8"
"Lohar",""
"Female","346"
"Male","334"
"Magar",""
"Female","89"
"Male","104"
"Mali",""
"Female","71"
"Male","78"
"Mallaha",""
"Female","919"
"Male","1054"
"Marwadi",""
"Female","8"
"Male","4"
"Musahar",""
"Female","148"
"Male","168"
"Musalman",""
"Female","1177"
"Male","1248"
"Natuwa",""
"Female","6"
"Male","5"
"Newar",""
"Female","5"
"Male","7"
"Nuniya",""
"Female","44"
"Male","50"
"Others",""
"Female","19"
"Male","16"
"Rai",""
"Female","9"
"Male","9"
"Rajput",""
"Female","117"
"Male","135"
"Sanyasi/Dasnami",""
"Female","77"
"Male","97"
"Sarki",""
"Female","51"
"Male","48"
"Sonar",""
"Female","230"
"Male","278"
"Tatma/Tatwa",""
"Female","438"
"Male","464"
"Teli",""
"Female","460"
"Male","499"
"Terai Others",""
"Female","22"
"Male","19"
"Yadav",""
"Female","661"
"Male","761"
"Yakkha",""
"Female","28"
"Male","26"
