"Population by Educational Attainment","Number"
"Beginners",""
"Female","570"
"Male","578"
"","1148"
"Graduate and Equivalent",""
"Female","572"
"Male","969"
"","1541"
"Intermediate and Equivalent",""
"Female","1808"
"Male","2534"
"","4342"
"Level not Stated",""
"Female","187"
"Male","197"
"","384"
"Lower Secondary (Class 6-8)",""
"Female","3726"
"Male","4248"
"","7974"
"Non Formal Education",""
"Female","1118"
"Male","1109"
"","2227"
"Others",""
"Female","9"
"Male","11"
"","20"
"Post Graduate Equivalent and Above",""
"Female","90"
"Male","310"
"","400"
"Primary Education (1-5 Class)",""
"Female","5067"
"Male","5343"
"","10410"
"Secondary Level (Class 9-10)",""
"Female","2797"
"Male","3561"
"","6358"
"SLC and Equivalent",""
"Female","2095"
"Male","3228"
"","5323"
