"Population by Educational Attainment","Number"
"Beginners",""
"Female","476"
"Male","559"
"","1035"
"Graduate and Equivalent",""
"Female","202"
"Male","325"
"","527"
"Intermediate and Equivalent",""
"Female","661"
"Male","697"
"","1358"
"Level not Stated",""
"Female","33"
"Male","39"
"","72"
"Lower Secondary (Class 6-8)",""
"Female","2074"
"Male","2289"
"","4363"
"Non Formal Education",""
"Female","748"
"Male","629"
"","1377"
"Others",""
"Female","9"
"Male","12"
"","21"
"Post Graduate Equivalent and Above",""
"Female","31"
"Male","135"
"","166"
"Primary Education (1-5 Class)",""
"Female","3494"
"Male","3888"
"","7382"
"Secondary Level (Class 9-10)",""
"Female","1004"
"Male","1224"
"","2228"
"SLC and Equivalent",""
"Female","1187"
"Male","1298"
"","2485"
