"Population by Single Year of Age","Number"
"0",""
"Female","191"
"Male","233"
"1",""
"Female","177"
"Male","229"
"10",""
"Female","334"
"Male","345"
"11",""
"Female","321"
"Male","314"
"12",""
"Female","363"
"Male","407"
"13",""
"Female","331"
"Male","328"
"14",""
"Female","390"
"Male","333"
"15",""
"Female","348"
"Male","265"
"16",""
"Female","330"
"Male","286"
"17",""
"Female","322"
"Male","262"
"18",""
"Female","321"
"Male","275"
"19",""
"Female","259"
"Male","179"
"2",""
"Female","201"
"Male","262"
"20",""
"Female","247"
"Male","162"
"21",""
"Female","270"
"Male","141"
"22",""
"Female","294"
"Male","132"
"23",""
"Female","248"
"Male","100"
"24",""
"Female","226"
"Male","96"
"25",""
"Female","300"
"Male","127"
"26",""
"Female","216"
"Male","97"
"27",""
"Female","238"
"Male","106"
"28",""
"Female","289"
"Male","106"
"29",""
"Female","156"
"Male","80"
"3",""
"Female","244"
"Male","238"
"30",""
"Female","290"
"Male","133"
"31",""
"Female","133"
"Male","69"
"32",""
"Female","218"
"Male","80"
"33",""
"Female","110"
"Male","73"
"34",""
"Female","147"
"Male","65"
"35",""
"Female","317"
"Male","124"
"36",""
"Female","195"
"Male","83"
"37",""
"Female","107"
"Male","55"
"38",""
"Female","178"
"Male","101"
"39",""
"Female","133"
"Male","59"
"4",""
"Female","233"
"Male","272"
"40",""
"Female","329"
"Male","158"
"41",""
"Female","94"
"Male","55"
"42",""
"Female","149"
"Male","86"
"43",""
"Female","109"
"Male","73"
"44",""
"Female","108"
"Male","81"
"45",""
"Female","233"
"Male","113"
"46",""
"Female","112"
"Male","72"
"47",""
"Female","93"
"Male","62"
"48",""
"Female","161"
"Male","88"
"49",""
"Female","98"
"Male","48"
"5",""
"Female","260"
"Male","262"
"50",""
"Female","267"
"Male","141"
"51",""
"Female","100"
"Male","94"
"52",""
"Female","134"
"Male","107"
"53",""
"Female","93"
"Male","72"
"54",""
"Female","109"
"Male","73"
"55",""
"Female","191"
"Male","120"
"56",""
"Female","125"
"Male","90"
"57",""
"Female","89"
"Male","92"
"58",""
"Female","115"
"Male","104"
"59",""
"Female","113"
"Male","77"
"6",""
"Female","294"
"Male","268"
"60",""
"Female","208"
"Male","143"
"61",""
"Female","100"
"Male","82"
"62",""
"Female","115"
"Male","92"
"63",""
"Female","109"
"Male","80"
"64",""
"Female","69"
"Male","63"
"65",""
"Female","151"
"Male","105"
"66",""
"Female","59"
"Male","56"
"67",""
"Female","59"
"Male","57"
"68",""
"Female","86"
"Male","104"
"69",""
"Female","46"
"Male","61"
"7",""
"Female","303"
"Male","313"
"70",""
"Female","126"
"Male","91"
"71",""
"Female","39"
"Male","42"
"72",""
"Female","60"
"Male","66"
"73",""
"Female","50"
"Male","43"
"74",""
"Female","40"
"Male","45"
"75",""
"Female","54"
"Male","60"
"76",""
"Female","31"
"Male","24"
"77",""
"Female","28"
"Male","23"
"78",""
"Female","36"
"Male","37"
"79",""
"Female","23"
"Male","23"
"8",""
"Female","292"
"Male","341"
"80",""
"Female","41"
"Male","33"
"81",""
"Female","22"
"Male","26"
"82",""
"Female","27"
"Male","23"
"83",""
"Female","19"
"Male","24"
"84",""
"Female","19"
"Male","23"
"85",""
"Female","53"
"Male","60"
"9",""
"Female","281"
"Male","292"
