"Population by disability type","Number"
"Blind/low vision",""
"Female","30"
"Male","36"
"","66"
"Deaf/hard of hearing",""
"Female","11"
"Male","28"
"","39"
"Deaf-Blind",""
"Female","1"
"Male","2"
"","3"
"Intellectual disable",""
"Female","4"
"Male","10"
"","14"
"Mental disable",""
"Female","14"
"Male","13"
"","27"
"Multiple disable",""
"Female","27"
"Male","29"
"","56"
"No disability",""
"Female","19764"
"Male","19158"
"","38922"
"Physical",""
"Female","65"
"Male","149"
"","214"
"Speech problem",""
"Female","19"
"Male","34"
"","53"
