"Population by Educational Attainment","Number"
"Beginners",""
"Female","152"
"Male","142"
"Graduate and Equivalent",""
"Female","25"
"Male","54"
"Intermediate and Equivalent",""
"Female","132"
"Male","158"
"Level not Stated",""
"Female","14"
"Male","12"
"Lower Secondary (Class 6-8)",""
"Female","1222"
"Male","1171"
"Non Formal Education",""
"Female","266"
"Male","244"
"Others",""
"Female","1"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","2104"
"Male","2375"
"Secondary Level (Class 9-10)",""
"Female","666"
"Male","641"
"SLC and Equivalent",""
"Female","529"
"Male","579"
