"Population by Mother tongue","Number"
"Bahing",""
"Female","48"
"Male","26"
"","74"
"Bangla",""
"Female","8"
"Male","14"
"","22"
"Bantawa",""
"Female","414"
"Male","439"
"","853"
"Bhojpuri",""
"Female","116"
"Male","107"
"","223"
"Bhujel",""
"Female","23"
"Male","21"
"","44"
"Bote",""
"Female","52"
"Male","41"
"","93"
"Chamling",""
"Female","2022"
"Male","1778"
"","3800"
"Danuwar",""
"Female","421"
"Male","372"
"","793"
"Dumi",""
"Female","13"
"Male","12"
"","25"
"Gurung",""
"Female","15"
"Male","15"
"","30"
"Hindi",""
"Female","24"
"Male","30"
"","54"
"Khaling",""
"Female","19"
"Male","17"
"","36"
"Kulung",""
"Female","5"
"Male","8"
"","13"
"Limbu",""
"Female","24"
"Male","33"
"","57"
"Magar",""
"Female","3185"
"Male","2841"
"","6026"
"Maithili",""
"Female","3715"
"Male","3818"
"","7533"
"Majhi",""
"Female","103"
"Male","99"
"","202"
"Nepali",""
"Female","26227"
"Male","22651"
"","48878"
"Newar",""
"Female","415"
"Male","360"
"","775"
"Not Reported",""
"Female","68"
"Male","61"
"","129"
"Others",""
"Female","156"
"Male","125"
"","281"
"Puma",""
"Female","17"
"Male","16"
"","33"
"Rai",""
"Female","1273"
"Male","1164"
"","2437"
"Rajsthani",""
"Female","12"
"Male","14"
"","26"
"Sampang",""
"Female","47"
"Male","34"
"","81"
"Sanskrit",""
"Female","14"
"Male","7"
"","21"
"Sherpa",""
"Female","37"
"Male","33"
"","70"
"Sunuwar",""
"Female","13"
"Male","13"
"","26"
"Tamang",""
"Female","890"
"Male","757"
"","1647"
"Tharu",""
"Female","6621"
"Male","5988"
"","12609"
"Thulung",""
"Female","39"
"Male","41"
"","80"
"Tilung",""
"Female","12"
"Male","9"
"","21"
"Urdu",""
"Female","244"
"Male","238"
"","482"
"Wambule",""
"Female","44"
"Male","39"
"","83"
