"Population by Educational Attainment","Number"
"Beginners",""
"Female","1015"
"Male","1239"
"","2254"
"Graduate and Equivalent",""
"Female","299"
"Male","807"
"","1106"
"Intermediate and Equivalent",""
"Female","1554"
"Male","1743"
"","3297"
"Level not Stated",""
"Female","77"
"Male","79"
"","156"
"Lower Secondary (Class 6-8)",""
"Female","5891"
"Male","6080"
"","11971"
"Non Formal Education",""
"Female","1923"
"Male","1598"
"","3521"
"Others",""
"Female","24"
"Male","28"
"","52"
"Post Graduate Equivalent and Above",""
"Female","41"
"Male","272"
"","313"
"Primary Education (1-5 Class)",""
"Female","9917"
"Male","10946"
"","20863"
"Secondary Level (Class 9-10)",""
"Female","3131"
"Male","3236"
"","6367"
"SLC and Equivalent",""
"Female","4652"
"Male","4646"
"","9298"
