"Population by disability type","Number"
"Blind/low vision",""
"Female","51"
"Male","42"
"","93"
"Deaf/hard of hearing",""
"Female","26"
"Male","19"
"","45"
"Deaf-Blind",""
"Female","5"
"Male","4"
"","9"
"Intellectual disable",""
"Female","3"
"Male","2"
"","5"
"Mental disable",""
"Female","11"
"Male","8"
"","19"
"Multiple disable",""
"Female","15"
"Male","7"
"","22"
"No disability",""
"Female","8854"
"Male","7479"
"","16333"
"Physical",""
"Female","46"
"Male","92"
"","138"
"Speech problem",""
"Female","25"
"Male","26"
"","51"
