"Population by Educational Attainment","Number"
"Beginners",""
"Female","91"
"Male","117"
"","208"
"Graduate and Equivalent",""
"Female","23"
"Male","80"
"","103"
"Intermediate and Equivalent",""
"Female","128"
"Male","176"
"","304"
"Level not Stated",""
"Female","24"
"Male","22"
"","46"
"Lower Secondary (Class 6-8)",""
"Female","1342"
"Male","1293"
"","2635"
"Non Formal Education",""
"Female","337"
"Male","258"
"","595"
"Others",""
"Female","3"
"Male","0"
"","3"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","20"
"","27"
"Primary Education (1-5 Class)",""
"Female","1978"
"Male","2177"
"","4155"
"Secondary Level (Class 9-10)",""
"Female","792"
"Male","740"
"","1532"
"SLC and Equivalent",""
"Female","739"
"Male","811"
"","1550"
