"Population by Educational Attainment","Number"
"Beginners",""
"Female","454"
"Male","420"
"","874"
"Graduate and Equivalent",""
"Female","7"
"Male","46"
"","53"
"Intermediate and Equivalent",""
"Female","41"
"Male","86"
"","127"
"Level not Stated",""
"Female","6"
"Male","9"
"","15"
"Lower Secondary (Class 6-8)",""
"Female","513"
"Male","827"
"","1340"
"Non Formal Education",""
"Female","123"
"Male","92"
"","215"
"Others",""
"Female","1"
"Male","4"
"","5"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"","6"
"Primary Education (1-5 Class)",""
"Female","2538"
"Male","3663"
"","6201"
"Secondary Level (Class 9-10)",""
"Female","164"
"Male","335"
"","499"
"SLC and Equivalent",""
"Female","69"
"Male","156"
"","225"
