"Population by Single Year of Age","Number"
"0",""
"Female","214"
"Male","203"
"1",""
"Female","223"
"Male","206"
"10",""
"Female","255"
"Male","292"
"11",""
"Female","199"
"Male","199"
"12",""
"Female","267"
"Male","301"
"13",""
"Female","201"
"Male","219"
"14",""
"Female","244"
"Male","205"
"15",""
"Female","178"
"Male","206"
"16",""
"Female","226"
"Male","213"
"17",""
"Female","175"
"Male","155"
"18",""
"Female","256"
"Male","236"
"19",""
"Female","137"
"Male","117"
"2",""
"Female","261"
"Male","247"
"20",""
"Female","225"
"Male","136"
"21",""
"Female","112"
"Male","95"
"22",""
"Female","168"
"Male","153"
"23",""
"Female","118"
"Male","100"
"24",""
"Female","135"
"Male","100"
"25",""
"Female","148"
"Male","140"
"26",""
"Female","133"
"Male","90"
"27",""
"Female","86"
"Male","103"
"28",""
"Female","180"
"Male","144"
"29",""
"Female","55"
"Male","70"
"3",""
"Female","268"
"Male","226"
"30",""
"Female","199"
"Male","174"
"31",""
"Female","46"
"Male","68"
"32",""
"Female","104"
"Male","115"
"33",""
"Female","55"
"Male","68"
"34",""
"Female","67"
"Male","65"
"35",""
"Female","164"
"Male","124"
"36",""
"Female","86"
"Male","74"
"37",""
"Female","45"
"Male","50"
"38",""
"Female","103"
"Male","95"
"39",""
"Female","45"
"Male","43"
"4",""
"Female","288"
"Male","272"
"40",""
"Female","158"
"Male","138"
"41",""
"Female","26"
"Male","31"
"42",""
"Female","84"
"Male","76"
"43",""
"Female","43"
"Male","51"
"44",""
"Female","30"
"Male","48"
"45",""
"Female","145"
"Male","134"
"46",""
"Female","44"
"Male","45"
"47",""
"Female","25"
"Male","46"
"48",""
"Female","70"
"Male","65"
"49",""
"Female","31"
"Male","28"
"5",""
"Female","258"
"Male","278"
"50",""
"Female","117"
"Male","126"
"51",""
"Female","32"
"Male","29"
"52",""
"Female","39"
"Male","53"
"53",""
"Female","29"
"Male","30"
"54",""
"Female","23"
"Male","41"
"55",""
"Female","95"
"Male","88"
"56",""
"Female","28"
"Male","31"
"57",""
"Female","26"
"Male","39"
"58",""
"Female","48"
"Male","40"
"59",""
"Female","23"
"Male","33"
"6",""
"Female","270"
"Male","272"
"60",""
"Female","112"
"Male","80"
"61",""
"Female","27"
"Male","27"
"62",""
"Female","41"
"Male","39"
"63",""
"Female","21"
"Male","30"
"64",""
"Female","14"
"Male","20"
"65",""
"Female","64"
"Male","63"
"66",""
"Female","19"
"Male","17"
"67",""
"Female","16"
"Male","19"
"68",""
"Female","26"
"Male","29"
"69",""
"Female","5"
"Male","12"
"7",""
"Female","228"
"Male","222"
"70",""
"Female","58"
"Male","32"
"71",""
"Female","4"
"Male","6"
"72",""
"Female","18"
"Male","15"
"73",""
"Female","14"
"Male","9"
"74",""
"Female","2"
"Male","3"
"75",""
"Female","28"
"Male","14"
"76",""
"Female","4"
"Male","5"
"77",""
"Female","4"
"Male","5"
"78",""
"Female","1"
"Male","4"
"79",""
"Female","2"
"Male","2"
"8",""
"Female","266"
"Male","263"
"80",""
"Female","14"
"Male","9"
"81",""
"Female","2"
"Male","2"
"82",""
"Female","4"
"Male","3"
"83",""
"Female","1"
"Male","3"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","21"
"Male","15"
"9",""
"Female","197"
"Male","233"
