"Population by Single Year of Age","Number"
"0",""
"Female","466"
"Male","509"
"1",""
"Female","485"
"Male","573"
"10",""
"Female","863"
"Male","927"
"11",""
"Female","655"
"Male","693"
"12",""
"Female","929"
"Male","963"
"13",""
"Female","741"
"Male","771"
"14",""
"Female","811"
"Male","751"
"15",""
"Female","733"
"Male","655"
"16",""
"Female","782"
"Male","678"
"17",""
"Female","642"
"Male","553"
"18",""
"Female","833"
"Male","588"
"19",""
"Female","548"
"Male","337"
"2",""
"Female","537"
"Male","635"
"20",""
"Female","769"
"Male","438"
"21",""
"Female","456"
"Male","296"
"22",""
"Female","637"
"Male","450"
"23",""
"Female","427"
"Male","243"
"24",""
"Female","481"
"Male","308"
"25",""
"Female","731"
"Male","435"
"26",""
"Female","445"
"Male","286"
"27",""
"Female","424"
"Male","268"
"28",""
"Female","529"
"Male","375"
"29",""
"Female","262"
"Male","193"
"3",""
"Female","618"
"Male","622"
"30",""
"Female","731"
"Male","441"
"31",""
"Female","225"
"Male","149"
"32",""
"Female","401"
"Male","328"
"33",""
"Female","281"
"Male","190"
"34",""
"Female","231"
"Male","163"
"35",""
"Female","747"
"Male","506"
"36",""
"Female","256"
"Male","203"
"37",""
"Female","192"
"Male","153"
"38",""
"Female","292"
"Male","227"
"39",""
"Female","189"
"Male","129"
"4",""
"Female","690"
"Male","692"
"40",""
"Female","725"
"Male","512"
"41",""
"Female","182"
"Male","150"
"42",""
"Female","239"
"Male","228"
"43",""
"Female","156"
"Male","149"
"44",""
"Female","167"
"Male","119"
"45",""
"Female","543"
"Male","444"
"46",""
"Female","164"
"Male","148"
"47",""
"Female","102"
"Male","107"
"48",""
"Female","213"
"Male","201"
"49",""
"Female","90"
"Male","92"
"5",""
"Female","711"
"Male","730"
"50",""
"Female","470"
"Male","409"
"51",""
"Female","65"
"Male","112"
"52",""
"Female","166"
"Male","163"
"53",""
"Female","97"
"Male","100"
"54",""
"Female","86"
"Male","99"
"55",""
"Female","302"
"Male","270"
"56",""
"Female","116"
"Male","112"
"57",""
"Female","75"
"Male","81"
"58",""
"Female","144"
"Male","129"
"59",""
"Female","86"
"Male","80"
"6",""
"Female","704"
"Male","744"
"60",""
"Female","469"
"Male","380"
"61",""
"Female","92"
"Male","90"
"62",""
"Female","112"
"Male","102"
"63",""
"Female","83"
"Male","75"
"64",""
"Female","64"
"Male","69"
"65",""
"Female","251"
"Male","216"
"66",""
"Female","57"
"Male","72"
"67",""
"Female","52"
"Male","59"
"68",""
"Female","82"
"Male","122"
"69",""
"Female","47"
"Male","44"
"7",""
"Female","721"
"Male","697"
"70",""
"Female","212"
"Male","183"
"71",""
"Female","28"
"Male","42"
"72",""
"Female","65"
"Male","68"
"73",""
"Female","21"
"Male","38"
"74",""
"Female","12"
"Male","22"
"75",""
"Female","67"
"Male","74"
"76",""
"Female","18"
"Male","28"
"77",""
"Female","12"
"Male","17"
"78",""
"Female","26"
"Male","31"
"79",""
"Female","14"
"Male","10"
"8",""
"Female","744"
"Male","780"
"80",""
"Female","72"
"Male","40"
"81",""
"Female","15"
"Male","12"
"82",""
"Female","11"
"Male","21"
"83",""
"Female","4"
"Male","5"
"84",""
"Female","16"
"Male","18"
"85",""
"Female","75"
"Male","53"
"9",""
"Female","643"
"Male","670"
