"Population by Educational Attainment","Number"
"Beginners",""
"Female","474"
"Male","535"
"","1009"
"Graduate and Equivalent",""
"Female","16"
"Male","89"
"","105"
"Intermediate and Equivalent",""
"Female","155"
"Male","312"
"","467"
"Level not Stated",""
"Female","31"
"Male","24"
"","55"
"Lower Secondary (Class 6-8)",""
"Female","744"
"Male","1266"
"","2010"
"Non Formal Education",""
"Female","227"
"Male","221"
"","448"
"Others",""
"Female","5"
"Male","6"
"","11"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","28"
"","28"
"Primary Education (1-5 Class)",""
"Female","2776"
"Male","3008"
"","5784"
"Secondary Level (Class 9-10)",""
"Female","380"
"Male","708"
"","1088"
"SLC and Equivalent",""
"Female","206"
"Male","441"
"","647"
