"Population by Educational Attainment","Number"
"Beginners",""
"Female","355"
"Male","441"
"","796"
"Graduate and Equivalent",""
"Female","270"
"Male","421"
"","691"
"Intermediate and Equivalent",""
"Female","1241"
"Male","1139"
"","2380"
"Level not Stated",""
"Female","57"
"Male","49"
"","106"
"Lower Secondary (Class 6-8)",""
"Female","4516"
"Male","3753"
"","8269"
"Non Formal Education",""
"Female","670"
"Male","629"
"","1299"
"Others",""
"Female","8"
"Male","10"
"","18"
"Post Graduate Equivalent and Above",""
"Female","34"
"Male","214"
"","248"
"Primary Education (1-5 Class)",""
"Female","6441"
"Male","6359"
"","12800"
"Secondary Level (Class 9-10)",""
"Female","3336"
"Male","2694"
"","6030"
"SLC and Equivalent",""
"Female","2138"
"Male","2223"
"","4361"
