"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","35"
"Male","31"
"Bangali",""
"Female","2"
"Male","9"
"Brahman - Hill",""
"Female","9843"
"Male","7860"
"Chhetri",""
"Female","2607"
"Male","2006"
"Damai/Dholi",""
"Female","768"
"Male","652"
"Dura",""
"Female","15"
"Male","11"
"Gharti/Bhujel",""
"Female","336"
"Male","263"
"Gurung",""
"Female","4081"
"Male","3151"
"Hajam/Thakur",""
"Female","1"
"Male","11"
"Kalwar",""
"Female","7"
"Male","8"
"Kami",""
"Female","1576"
"Male","1238"
"Kathabaniyan",""
"Female","9"
"Male","18"
"Khawas",""
"Female","90"
"Male","68"
"Kumal",""
"Female","128"
"Male","112"
"Magar",""
"Female","5258"
"Male","4016"
"Majhi",""
"Female","119"
"Male","117"
"Musalman",""
"Female","139"
"Male","154"
"Newar",""
"Female","804"
"Male","652"
"Others",""
"Female","54"
"Male","50"
"Rai",""
"Female","16"
"Male","6"
"Sanyasi/Dasnami",""
"Female","261"
"Male","197"
"Sarki",""
"Female","1718"
"Male","1322"
"Terai Others",""
"Female","13"
"Male","8"
"Thakali",""
"Female","8"
"Male","10"
"Thakuri",""
"Female","740"
"Male","546"
"Tharu",""
"Female","21"
"Male","52"
"Undefined Others",""
"Female","10"
"Male","5"
"Yadav",""
"Female","4"
"Male","7"
