"Population by Single Year of Age","Number"
"0",""
"Female","196"
"Male","191"
"1",""
"Female","127"
"Male","121"
"10",""
"Female","190"
"Male","190"
"11",""
"Female","154"
"Male","147"
"12",""
"Female","241"
"Male","216"
"13",""
"Female","162"
"Male","192"
"14",""
"Female","180"
"Male","161"
"15",""
"Female","169"
"Male","162"
"16",""
"Female","169"
"Male","163"
"17",""
"Female","85"
"Male","92"
"18",""
"Female","166"
"Male","156"
"19",""
"Female","79"
"Male","99"
"2",""
"Female","173"
"Male","181"
"20",""
"Female","145"
"Male","116"
"21",""
"Female","81"
"Male","87"
"22",""
"Female","113"
"Male","106"
"23",""
"Female","86"
"Male","77"
"24",""
"Female","100"
"Male","67"
"25",""
"Female","148"
"Male","104"
"26",""
"Female","97"
"Male","59"
"27",""
"Female","63"
"Male","55"
"28",""
"Female","86"
"Male","107"
"29",""
"Female","33"
"Male","35"
"3",""
"Female","211"
"Male","237"
"30",""
"Female","158"
"Male","98"
"31",""
"Female","29"
"Male","46"
"32",""
"Female","83"
"Male","77"
"33",""
"Female","43"
"Male","40"
"34",""
"Female","36"
"Male","45"
"35",""
"Female","138"
"Male","133"
"36",""
"Female","51"
"Male","53"
"37",""
"Female","32"
"Male","31"
"38",""
"Female","78"
"Male","58"
"39",""
"Female","29"
"Male","18"
"4",""
"Female","214"
"Male","210"
"40",""
"Female","123"
"Male","108"
"41",""
"Female","32"
"Male","47"
"42",""
"Female","49"
"Male","51"
"43",""
"Female","24"
"Male","32"
"44",""
"Female","31"
"Male","33"
"45",""
"Female","124"
"Male","87"
"46",""
"Female","48"
"Male","40"
"47",""
"Female","18"
"Male","28"
"48",""
"Female","57"
"Male","69"
"49",""
"Female","21"
"Male","38"
"5",""
"Female","220"
"Male","214"
"50",""
"Female","118"
"Male","98"
"51",""
"Female","16"
"Male","31"
"52",""
"Female","35"
"Male","46"
"53",""
"Female","24"
"Male","31"
"54",""
"Female","25"
"Male","30"
"55",""
"Female","65"
"Male","71"
"56",""
"Female","27"
"Male","38"
"57",""
"Female","15"
"Male","25"
"58",""
"Female","37"
"Male","42"
"59",""
"Female","17"
"Male","29"
"6",""
"Female","222"
"Male","218"
"60",""
"Female","115"
"Male","82"
"61",""
"Female","26"
"Male","25"
"62",""
"Female","30"
"Male","29"
"63",""
"Female","14"
"Male","19"
"64",""
"Female","7"
"Male","16"
"65",""
"Female","83"
"Male","47"
"66",""
"Female","12"
"Male","20"
"67",""
"Female","11"
"Male","10"
"68",""
"Female","10"
"Male","22"
"69",""
"Female","4"
"Male","8"
"7",""
"Female","196"
"Male","166"
"70",""
"Female","58"
"Male","31"
"71",""
"Female","9"
"Male","9"
"72",""
"Female","19"
"Male","16"
"73",""
"Female","6"
"Male","7"
"74",""
"Female","5"
"Male","3"
"75",""
"Female","22"
"Male","11"
"76",""
"Female","13"
"Male","1"
"77",""
"Female","3"
"Male","3"
"78",""
"Female","8"
"Male","7"
"79",""
"Female","0"
"Male","3"
"8",""
"Female","209"
"Male","180"
"80",""
"Female","16"
"Male","9"
"81",""
"Female","3"
"Male","0"
"82",""
"Female","1"
"Male","0"
"83",""
"Female","1"
"Male","2"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","7"
"Male","6"
"9",""
"Female","178"
"Male","160"
