"Population by disability type","Number"
"Blind/low vision",""
"Female","74"
"Male","62"
"","136"
"Deaf/hard of hearing",""
"Female","53"
"Male","55"
"","108"
"Deaf-Blind",""
"Female","4"
"Male","3"
"","7"
"Intellectual disable",""
"Female","6"
"Male","7"
"","13"
"Mental disable",""
"Female","16"
"Male","14"
"","30"
"Multiple disable",""
"Female","26"
"Male","29"
"","55"
"No disability",""
"Female","18149"
"Male","16117"
"","34266"
"Physical",""
"Female","79"
"Male","104"
"","183"
"Speech problem",""
"Female","30"
"Male","43"
"","73"
