"Population by Educational Attainment","Number"
"Beginners",""
"Female","382"
"Male","445"
"","827"
"Graduate and Equivalent",""
"Female","25"
"Male","100"
"","125"
"Intermediate and Equivalent",""
"Female","195"
"Male","338"
"","533"
"Level not Stated",""
"Female","23"
"Male","22"
"","45"
"Lower Secondary (Class 6-8)",""
"Female","1482"
"Male","1799"
"","3281"
"Non Formal Education",""
"Female","312"
"Male","237"
"","549"
"Others",""
"Female","6"
"Male","7"
"","13"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","17"
"","19"
"Primary Education (1-5 Class)",""
"Female","3066"
"Male","3465"
"","6531"
"Secondary Level (Class 9-10)",""
"Female","645"
"Male","844"
"","1489"
"SLC and Equivalent",""
"Female","291"
"Male","525"
"","816"
