"Population by Caste Ethinicity","Number"
"Badi",""
"Female","123"
"Male","100"
"","223"
"Bangali",""
"Female","5"
"Male","9"
"","14"
"Brahman - Hill",""
"Female","833"
"Male","795"
"","1628"
"Chepang /Praja",""
"Female","84"
"Male","70"
"","154"
"Chhetri",""
"Female","1020"
"Male","898"
"","1918"
"Damai/Dholi",""
"Female","237"
"Male","197"
"","434"
"Gharti/Bhujel",""
"Female","647"
"Male","566"
"","1213"
"Gurung",""
"Female","3650"
"Male","2740"
"","6390"
"Hajam/Thakur",""
"Female","9"
"Male","14"
"","23"
"Kalwar",""
"Female","10"
"Male","12"
"","22"
"Kami",""
"Female","610"
"Male","511"
"","1121"
"Kathabaniyan",""
"Female","20"
"Male","37"
"","57"
"Kumal",""
"Female","48"
"Male","43"
"","91"
"Magar",""
"Female","2550"
"Male","2197"
"","4747"
"Mallaha",""
"Female","6"
"Male","22"
"","28"
"Musalman",""
"Female","52"
"Male","63"
"","115"
"Newar",""
"Female","950"
"Male","782"
"","1732"
"Others",""
"Female","45"
"Male","71"
"","116"
"Rai",""
"Female","36"
"Male","35"
"","71"
"Sanyasi/Dasnami",""
"Female","5"
"Male","6"
"","11"
"Sarki",""
"Female","65"
"Male","53"
"","118"
"Tamang",""
"Female","94"
"Male","100"
"","194"
"Teli",""
"Female","10"
"Male","26"
"","36"
"Thakali",""
"Female","11"
"Male","12"
"","23"
"Thakuri",""
"Female","111"
"Male","101"
"","212"
"Tharu",""
"Female","14"
"Male","24"
"","38"
"Yadav",""
"Female","19"
"Male","20"
"","39"
