"Population by Educational Attainment","Number"
"Beginners",""
"Female","1049"
"Male","1351"
"","2400"
"Graduate and Equivalent",""
"Female","352"
"Male","701"
"","1053"
"Intermediate and Equivalent",""
"Female","1326"
"Male","1580"
"","2906"
"Level not Stated",""
"Female","85"
"Male","97"
"","182"
"Lower Secondary (Class 6-8)",""
"Female","4886"
"Male","5062"
"","9948"
"Non Formal Education",""
"Female","1026"
"Male","640"
"","1666"
"Others",""
"Female","23"
"Male","27"
"","50"
"Post Graduate Equivalent and Above",""
"Female","54"
"Male","230"
"","284"
"Primary Education (1-5 Class)",""
"Female","7796"
"Male","9109"
"","16905"
"Secondary Level (Class 9-10)",""
"Female","2690"
"Male","3133"
"","5823"
"SLC and Equivalent",""
"Female","2873"
"Male","3042"
"","5915"
