"Population by Caste Ethinicity","Number"
"Badi",""
"Female","81"
"Male","59"
"","140"
"Bantar/Sardar",""
"Female","6"
"Male","18"
"","24"
"Baraee",""
"Female","24"
"Male","32"
"","56"
"Brahman - Hill",""
"Female","5762"
"Male","5367"
"","11129"
"Brahman - Tarai",""
"Female","7"
"Male","9"
"","16"
"Chamar/ Harijan/ Ram",""
"Female","239"
"Male","249"
"","488"
"Chhetri",""
"Female","7551"
"Male","6836"
"","14387"
"Chidimar",""
"Female","86"
"Male","95"
"","181"
"Dalit Others",""
"Female","305"
"Male","356"
"","661"
"Damai/Dholi",""
"Female","804"
"Male","703"
"","1507"
"Dhanuk",""
"Female","13"
"Male","10"
"","23"
"Dhobi",""
"Female","78"
"Male","85"
"","163"
"Dusadh/ Pasawan/ Pasi",""
"Female","6"
"Male","8"
"","14"
"Gaderi/Bhedihar",""
"Female","124"
"Male","120"
"","244"
"Gaine",""
"Female","71"
"Male","76"
"","147"
"Ghale",""
"Female","5"
"Male","8"
"","13"
"Gharti/Bhujel",""
"Female","17"
"Male","14"
"","31"
"Gurung",""
"Female","344"
"Male","284"
"","628"
"Hajam/Thakur",""
"Female","47"
"Male","41"
"","88"
"Halwai",""
"Female","89"
"Male","100"
"","189"
"Kahar",""
"Female","14"
"Male","14"
"","28"
"Kami",""
"Female","2557"
"Male","2272"
"","4829"
"Kanu",""
"Female","15"
"Male","21"
"","36"
"Kathabaniyan",""
"Female","44"
"Male","47"
"","91"
"Kayastha",""
"Female","9"
"Male","8"
"","17"
"Koiri/Kushwaha",""
"Female","6"
"Male","5"
"","11"
"Kumal",""
"Female","21"
"Male","23"
"","44"
"Kurmi",""
"Female","31"
"Male","39"
"","70"
"Limbu",""
"Female","4"
"Male","8"
"","12"
"Lohar",""
"Female","24"
"Male","21"
"","45"
"Magar",""
"Female","3153"
"Male","2701"
"","5854"
"Majhi",""
"Female","11"
"Male","11"
"","22"
"Mallaha",""
"Female","65"
"Male","65"
"","130"
"Marwadi",""
"Female","9"
"Male","5"
"","14"
"Musahar",""
"Female","37"
"Male","41"
"","78"
"Musalman",""
"Female","1055"
"Male","1069"
"","2124"
"Newar",""
"Female","489"
"Male","448"
"","937"
"Others",""
"Female","44"
"Male","54"
"","98"
"Rai",""
"Female","36"
"Male","30"
"","66"
"Rajbansi",""
"Female","121"
"Male","119"
"","240"
"Rajput",""
"Female","14"
"Male","10"
"","24"
"Sanyasi/Dasnami",""
"Female","577"
"Male","508"
"","1085"
"Sarki",""
"Female","259"
"Male","217"
"","476"
"Sonar",""
"Female","20"
"Male","10"
"","30"
"Tamang",""
"Female","93"
"Male","83"
"","176"
"Teli",""
"Female","12"
"Male","23"
"","35"
"Terai Others",""
"Female","98"
"Male","84"
"","182"
"Thakuri",""
"Female","2695"
"Male","2347"
"","5042"
"Tharu",""
"Female","8737"
"Male","8693"
"","17430"
"Yadav",""
"Female","626"
"Male","666"
"","1292"
