"Population by Caste Ethinicity","Number"
"Amat",""
"Female","67"
"Male","68"
"","135"
"Badhaee",""
"Female","66"
"Male","65"
"","131"
"Baraee",""
"Female","136"
"Male","136"
"","272"
"Brahman - Hill",""
"Female","171"
"Male","191"
"","362"
"Brahman - Tarai",""
"Female","479"
"Male","510"
"","989"
"Chamar/ Harijan/ Ram",""
"Female","638"
"Male","571"
"","1209"
"Chhetri",""
"Female","18"
"Male","13"
"","31"
"Dhanuk",""
"Female","633"
"Male","644"
"","1277"
"Dhobi",""
"Female","302"
"Male","297"
"","599"
"Dom",""
"Female","78"
"Male","72"
"","150"
"Dusadh/ Pasawan/ Pasi",""
"Female","78"
"Male","83"
"","161"
"Hajam/Thakur",""
"Female","180"
"Male","189"
"","369"
"Halwai",""
"Female","154"
"Male","165"
"","319"
"Kalwar",""
"Female","155"
"Male","159"
"","314"
"Kamar",""
"Female","46"
"Male","34"
"","80"
"Kami",""
"Female","13"
"Male","7"
"","20"
"Kathabaniyan",""
"Female","584"
"Male","628"
"","1212"
"Kayastha",""
"Female","33"
"Male","32"
"","65"
"Kewat",""
"Female","144"
"Male","144"
"","288"
"Khatwe",""
"Female","845"
"Male","792"
"","1637"
"Koiri/Kushwaha",""
"Female","244"
"Male","234"
"","478"
"Kumal",""
"Female","8"
"Male","9"
"","17"
"Kumhar",""
"Female","531"
"Male","525"
"","1056"
"Kurmi",""
"Female","11"
"Male","10"
"","21"
"Limbu",""
"Female","10"
"Male","8"
"","18"
"Magar",""
"Female","8"
"Male","5"
"","13"
"Mali",""
"Female","43"
"Male","41"
"","84"
"Mallaha",""
"Female","489"
"Male","494"
"","983"
"Musahar",""
"Female","1338"
"Male","1329"
"","2667"
"Musalman",""
"Female","1143"
"Male","1140"
"","2283"
"Others",""
"Female","29"
"Male","16"
"","45"
"Rajput",""
"Female","23"
"Male","30"
"","53"
"Sarki",""
"Female","110"
"Male","87"
"","197"
"Sonar",""
"Female","125"
"Male","135"
"","260"
"Sunuwar",""
"Female","10"
"Male","8"
"","18"
"Tamang",""
"Female","8"
"Male","5"
"","13"
"Tatma/Tatwa",""
"Female","141"
"Male","152"
"","293"
"Teli",""
"Female","869"
"Male","850"
"","1719"
"Terai Others",""
"Female","1634"
"Male","1642"
"","3276"
"Tharu",""
"Female","254"
"Male","257"
"","511"
"Undefined Others",""
"Female","18"
"Male","21"
"","39"
"Yadav",""
"Female","2325"
"Male","2401"
"","4726"
