"Population by Educational Attainment","Number"
"Beginners",""
"Female","106"
"Male","136"
"","242"
"Graduate and Equivalent",""
"Female","45"
"Male","263"
"","308"
"Intermediate and Equivalent",""
"Female","177"
"Male","606"
"","783"
"Level not Stated",""
"Female","29"
"Male","43"
"","72"
"Lower Secondary (Class 6-8)",""
"Female","985"
"Male","1652"
"","2637"
"Non Formal Education",""
"Female","53"
"Male","92"
"","145"
"Others",""
"Female","3"
"Male","14"
"","17"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","38"
"","41"
"Primary Education (1-5 Class)",""
"Female","2468"
"Male","3173"
"","5641"
"Secondary Level (Class 9-10)",""
"Female","528"
"Male","1368"
"","1896"
"SLC and Equivalent",""
"Female","365"
"Male","941"
"","1306"
