"Population by Educational Attainment","Number"
"Beginners",""
"Female","267"
"Male","273"
"Graduate and Equivalent",""
"Female","71"
"Male","138"
"Intermediate and Equivalent",""
"Female","172"
"Male","341"
"Level not Stated",""
"Female","24"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1862"
"Male","2168"
"Non Formal Education",""
"Female","330"
"Male","390"
"Others",""
"Female","2"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","25"
"Primary Education (1-5 Class)",""
"Female","4149"
"Male","4808"
"Secondary Level (Class 9-10)",""
"Female","1122"
"Male","1299"
"SLC and Equivalent",""
"Female","703"
"Male","848"
