"Population by Single Year of Age","Number"
"0",""
"Female","311"
"Male","336"
"1",""
"Female","323"
"Male","354"
"10",""
"Female","559"
"Male","578"
"11",""
"Female","323"
"Male","351"
"12",""
"Female","521"
"Male","578"
"13",""
"Female","357"
"Male","403"
"14",""
"Female","449"
"Male","437"
"15",""
"Female","418"
"Male","394"
"16",""
"Female","445"
"Male","399"
"17",""
"Female","343"
"Male","336"
"18",""
"Female","444"
"Male","446"
"19",""
"Female","224"
"Male","206"
"2",""
"Female","392"
"Male","381"
"20",""
"Female","430"
"Male","311"
"21",""
"Female","196"
"Male","193"
"22",""
"Female","364"
"Male","283"
"23",""
"Female","244"
"Male","150"
"24",""
"Female","244"
"Male","178"
"25",""
"Female","527"
"Male","316"
"26",""
"Female","258"
"Male","163"
"27",""
"Female","270"
"Male","178"
"28",""
"Female","285"
"Male","249"
"29",""
"Female","130"
"Male","114"
"3",""
"Female","399"
"Male","411"
"30",""
"Female","570"
"Male","347"
"31",""
"Female","121"
"Male","114"
"32",""
"Female","290"
"Male","234"
"33",""
"Female","135"
"Male","114"
"34",""
"Female","142"
"Male","118"
"35",""
"Female","635"
"Male","444"
"36",""
"Female","188"
"Male","154"
"37",""
"Female","127"
"Male","123"
"38",""
"Female","184"
"Male","207"
"39",""
"Female","111"
"Male","99"
"4",""
"Female","394"
"Male","424"
"40",""
"Female","494"
"Male","433"
"41",""
"Female","105"
"Male","109"
"42",""
"Female","179"
"Male","183"
"43",""
"Female","99"
"Male","100"
"44",""
"Female","89"
"Male","95"
"45",""
"Female","398"
"Male","373"
"46",""
"Female","117"
"Male","115"
"47",""
"Female","99"
"Male","119"
"48",""
"Female","144"
"Male","134"
"49",""
"Female","77"
"Male","72"
"5",""
"Female","480"
"Male","536"
"50",""
"Female","340"
"Male","313"
"51",""
"Female","74"
"Male","92"
"52",""
"Female","112"
"Male","136"
"53",""
"Female","56"
"Male","86"
"54",""
"Female","79"
"Male","76"
"55",""
"Female","229"
"Male","229"
"56",""
"Female","82"
"Male","83"
"57",""
"Female","72"
"Male","69"
"58",""
"Female","79"
"Male","74"
"59",""
"Female","48"
"Male","53"
"6",""
"Female","435"
"Male","442"
"60",""
"Female","273"
"Male","230"
"61",""
"Female","55"
"Male","71"
"62",""
"Female","74"
"Male","54"
"63",""
"Female","52"
"Male","53"
"64",""
"Female","32"
"Male","55"
"65",""
"Female","205"
"Male","151"
"66",""
"Female","28"
"Male","42"
"67",""
"Female","46"
"Male","66"
"68",""
"Female","36"
"Male","58"
"69",""
"Female","17"
"Male","42"
"7",""
"Female","451"
"Male","456"
"70",""
"Female","151"
"Male","133"
"71",""
"Female","18"
"Male","21"
"72",""
"Female","35"
"Male","41"
"73",""
"Female","20"
"Male","27"
"74",""
"Female","8"
"Male","25"
"75",""
"Female","66"
"Male","63"
"76",""
"Female","15"
"Male","18"
"77",""
"Female","21"
"Male","21"
"78",""
"Female","17"
"Male","19"
"79",""
"Female","6"
"Male","4"
"8",""
"Female","494"
"Male","559"
"80",""
"Female","32"
"Male","34"
"81",""
"Female","4"
"Male","6"
"82",""
"Female","8"
"Male","11"
"83",""
"Female","8"
"Male","4"
"84",""
"Female","9"
"Male","8"
"85",""
"Female","64"
"Male","44"
"9",""
"Female","413"
"Male","363"
