"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","10"
"Male","10"
"Badhaee",""
"Female","13"
"Male","14"
"Bangali",""
"Female","232"
"Male","243"
"Brahman - Hill",""
"Female","2032"
"Male","1658"
"Brahman - Tarai",""
"Female","163"
"Male","140"
"Chamar/ Harijan/ Ram",""
"Female","89"
"Male","75"
"Chamling",""
"Female","10"
"Male","10"
"Chhetri",""
"Female","1981"
"Male","1638"
"Dalit Others",""
"Female","18"
"Male","18"
"Damai/Dholi",""
"Female","121"
"Male","121"
"Dhanuk",""
"Female","54"
"Male","63"
"Dhobi",""
"Female","5"
"Male","8"
"Dusadh/ Pasawan/ Pasi",""
"Female","10"
"Male","17"
"Gangai",""
"Female","1855"
"Male","1712"
"Gharti/Bhujel",""
"Female","38"
"Male","36"
"Gurung",""
"Female","34"
"Male","26"
"Hajam/Thakur",""
"Female","108"
"Male","98"
"Halwai",""
"Female","64"
"Male","49"
"Janajati Others",""
"Female","28"
"Male","29"
"Jhangad/ Dhagar",""
"Female","41"
"Male","42"
"Kamar",""
"Female","38"
"Male","41"
"Kami",""
"Female","404"
"Male","342"
"Kathabaniyan",""
"Female","35"
"Male","36"
"Kayastha",""
"Female","43"
"Male","50"
"Kewat",""
"Female","76"
"Male","60"
"Koche",""
"Female","363"
"Male","361"
"Kumal",""
"Female","13"
"Male","9"
"Kurmi",""
"Female","66"
"Male","68"
"Limbu",""
"Female","327"
"Male","297"
"Lohar",""
"Female","6"
"Male","6"
"Magar",""
"Female","167"
"Male","164"
"Majhi",""
"Female","254"
"Male","237"
"Mallaha",""
"Female","106"
"Male","104"
"Marwadi",""
"Female","20"
"Male","29"
"Meche",""
"Female","39"
"Male","48"
"Musahar",""
"Female","28"
"Male","25"
"Musalman",""
"Female","3382"
"Male","3337"
"Newar",""
"Female","205"
"Male","195"
"Nuniya",""
"Female","49"
"Male","54"
"Others",""
"Female","55"
"Male","46"
"Punjabi/Sikh",""
"Female","6"
"Male","9"
"Rai",""
"Female","353"
"Male","283"
"Rajbansi",""
"Female","1506"
"Male","1411"
"Rajput",""
"Female","15"
"Male","14"
"Sanyasi/Dasnami",""
"Female","67"
"Male","70"
"Sarki",""
"Female","57"
"Male","55"
"Satar/ Santhal",""
"Female","2320"
"Male","2324"
"Sherpa",""
"Female","25"
"Male","16"
"Sonar",""
"Female","18"
"Male","15"
"Sudhi",""
"Female","103"
"Male","112"
"Tajpuriya",""
"Female","29"
"Male","17"
"Tamang",""
"Female","146"
"Male","114"
"Tatma/Tatwa",""
"Female","26"
"Male","27"
"Teli",""
"Female","47"
"Male","50"
"Terai Others",""
"Female","63"
"Male","67"
"Tharu",""
"Female","39"
"Male","38"
"Undefined Others",""
"Female","33"
"Male","46"
"Yadav",""
"Female","454"
"Male","508"
"Yakkha",""
"Female","9"
"Male","11"
