"Population by Educational Attainment","Number"
"Beginners",""
"Female","591"
"Male","637"
"","1228"
"Graduate and Equivalent",""
"Female","43"
"Male","238"
"","281"
"Intermediate and Equivalent",""
"Female","345"
"Male","762"
"","1107"
"Level not Stated",""
"Female","40"
"Male","51"
"","91"
"Lower Secondary (Class 6-8)",""
"Female","1517"
"Male","2067"
"","3584"
"Non Formal Education",""
"Female","777"
"Male","511"
"","1288"
"Others",""
"Female","8"
"Male","17"
"","25"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","48"
"","51"
"Primary Education (1-5 Class)",""
"Female","4120"
"Male","4687"
"","8807"
"Secondary Level (Class 9-10)",""
"Female","894"
"Male","1276"
"","2170"
"SLC and Equivalent",""
"Female","488"
"Male","958"
"","1446"
