"Population by Caste Ethinicity","Number"
"Amat",""
"Female","133"
"Male","129"
"","262"
"Badhaee",""
"Female","79"
"Male","60"
"","139"
"Bangali",""
"Female","10"
"Male","11"
"","21"
"Bantar/Sardar",""
"Female","358"
"Male","342"
"","700"
"Baraee",""
"Female","143"
"Male","150"
"","293"
"Brahman - Hill",""
"Female","201"
"Male","172"
"","373"
"Brahman - Tarai",""
"Female","428"
"Male","464"
"","892"
"Chamar/ Harijan/ Ram",""
"Female","776"
"Male","752"
"","1528"
"Chhetri",""
"Female","48"
"Male","45"
"","93"
"Dalit Others",""
"Female","16"
"Male","12"
"","28"
"Damai/Dholi",""
"Female","25"
"Male","24"
"","49"
"Dhanuk",""
"Female","2181"
"Male","1964"
"","4145"
"Dhobi",""
"Female","607"
"Male","583"
"","1190"
"Dom",""
"Female","81"
"Male","90"
"","171"
"Dusadh/ Pasawan/ Pasi",""
"Female","503"
"Male","481"
"","984"
"Hajam/Thakur",""
"Female","222"
"Male","228"
"","450"
"Halkhor",""
"Female","22"
"Male","19"
"","41"
"Halwai",""
"Female","568"
"Male","618"
"","1186"
"Kalar",""
"Female","64"
"Male","62"
"","126"
"Kalwar",""
"Female","17"
"Male","12"
"","29"
"Kamar",""
"Female","6"
"Male","7"
"","13"
"Kami",""
"Female","68"
"Male","54"
"","122"
"Kathabaniyan",""
"Female","576"
"Male","629"
"","1205"
"Kayastha",""
"Female","49"
"Male","45"
"","94"
"Kewat",""
"Female","165"
"Male","159"
"","324"
"Khatwe",""
"Female","793"
"Male","729"
"","1522"
"Koiri/Kushwaha",""
"Female","418"
"Male","452"
"","870"
"Kumal",""
"Female","25"
"Male","18"
"","43"
"Kumhar",""
"Female","339"
"Male","340"
"","679"
"Kurmi",""
"Female","5"
"Male","6"
"","11"
"Limbu",""
"Female","21"
"Male","15"
"","36"
"Lohar",""
"Female","15"
"Male","19"
"","34"
"Magar",""
"Female","17"
"Male","18"
"","35"
"Majhi",""
"Female","23"
"Male","25"
"","48"
"Mali",""
"Female","7"
"Male","7"
"","14"
"Mallaha",""
"Female","1522"
"Male","1570"
"","3092"
"Marwadi",""
"Female","65"
"Male","80"
"","145"
"Musahar",""
"Female","1508"
"Male","1580"
"","3088"
"Musalman",""
"Female","1635"
"Male","1438"
"","3073"
"Newar",""
"Female","129"
"Male","102"
"","231"
"Others",""
"Female","46"
"Male","32"
"","78"
"Punjabi/Sikh",""
"Female","9"
"Male","12"
"","21"
"Rai",""
"Female","33"
"Male","37"
"","70"
"Rajbhar",""
"Female","112"
"Male","118"
"","230"
"Rajdhob",""
"Female","1825"
"Male","1788"
"","3613"
"Rajput",""
"Female","13"
"Male","11"
"","24"
"Sanyasi/Dasnami",""
"Female","20"
"Male","27"
"","47"
"Sonar",""
"Female","85"
"Male","79"
"","164"
"Sudhi",""
"Female","72"
"Male","69"
"","141"
"Sunuwar",""
"Female","101"
"Male","122"
"","223"
"Tamang",""
"Female","8"
"Male","8"
"","16"
"Tatma/Tatwa",""
"Female","287"
"Male","297"
"","584"
"Teli",""
"Female","782"
"Male","785"
"","1567"
"Terai Others",""
"Female","1167"
"Male","1147"
"","2314"
"Thakuri",""
"Female","9"
"Male","7"
"","16"
"Tharu",""
"Female","53"
"Male","53"
"","106"
"Undefined Others",""
"Female","21"
"Male","20"
"","41"
"Yadav",""
"Female","4498"
"Male","4602"
"","9100"
