"Population by Educational Attainment","Number"
"Beginners",""
"Female","230"
"Male","346"
"","576"
"Graduate and Equivalent",""
"Female","90"
"Male","374"
"","464"
"Intermediate and Equivalent",""
"Female","317"
"Male","856"
"","1173"
"Level not Stated",""
"Female","101"
"Male","184"
"","285"
"Lower Secondary (Class 6-8)",""
"Female","1749"
"Male","2685"
"","4434"
"Non Formal Education",""
"Female","91"
"Male","137"
"","228"
"Others",""
"Female","13"
"Male","21"
"","34"
"Post Graduate Equivalent and Above",""
"Female","14"
"Male","59"
"","73"
"Primary Education (1-5 Class)",""
"Female","4281"
"Male","5248"
"","9529"
"Secondary Level (Class 9-10)",""
"Female","795"
"Male","1584"
"","2379"
"SLC and Equivalent",""
"Female","562"
"Male","1344"
"","1906"
