"Population by Single Year of Age","Number"
"0",""
"Female","123"
"Male","144"
"1",""
"Female","115"
"Male","142"
"10",""
"Female","207"
"Male","230"
"11",""
"Female","186"
"Male","178"
"12",""
"Female","253"
"Male","249"
"13",""
"Female","225"
"Male","178"
"14",""
"Female","232"
"Male","203"
"15",""
"Female","213"
"Male","228"
"16",""
"Female","203"
"Male","227"
"17",""
"Female","217"
"Male","164"
"18",""
"Female","226"
"Male","193"
"19",""
"Female","191"
"Male","131"
"2",""
"Female","154"
"Male","153"
"20",""
"Female","169"
"Male","119"
"21",""
"Female","183"
"Male","94"
"22",""
"Female","191"
"Male","87"
"23",""
"Female","147"
"Male","61"
"24",""
"Female","141"
"Male","46"
"25",""
"Female","206"
"Male","85"
"26",""
"Female","116"
"Male","52"
"27",""
"Female","115"
"Male","63"
"28",""
"Female","149"
"Male","63"
"29",""
"Female","81"
"Male","34"
"3",""
"Female","139"
"Male","144"
"30",""
"Female","170"
"Male","68"
"31",""
"Female","61"
"Male","38"
"32",""
"Female","99"
"Male","48"
"33",""
"Female","71"
"Male","37"
"34",""
"Female","66"
"Male","47"
"35",""
"Female","169"
"Male","75"
"36",""
"Female","76"
"Male","40"
"37",""
"Female","79"
"Male","35"
"38",""
"Female","87"
"Male","51"
"39",""
"Female","70"
"Male","40"
"4",""
"Female","141"
"Male","162"
"40",""
"Female","175"
"Male","92"
"41",""
"Female","61"
"Male","39"
"42",""
"Female","83"
"Male","53"
"43",""
"Female","65"
"Male","49"
"44",""
"Female","55"
"Male","36"
"45",""
"Female","140"
"Male","70"
"46",""
"Female","69"
"Male","44"
"47",""
"Female","51"
"Male","36"
"48",""
"Female","91"
"Male","68"
"49",""
"Female","71"
"Male","44"
"5",""
"Female","150"
"Male","179"
"50",""
"Female","146"
"Male","84"
"51",""
"Female","74"
"Male","46"
"52",""
"Female","64"
"Male","60"
"53",""
"Female","66"
"Male","49"
"54",""
"Female","48"
"Male","44"
"55",""
"Female","81"
"Male","65"
"56",""
"Female","67"
"Male","54"
"57",""
"Female","68"
"Male","41"
"58",""
"Female","56"
"Male","58"
"59",""
"Female","43"
"Male","44"
"6",""
"Female","160"
"Male","171"
"60",""
"Female","114"
"Male","89"
"61",""
"Female","43"
"Male","40"
"62",""
"Female","71"
"Male","60"
"63",""
"Female","47"
"Male","42"
"64",""
"Female","39"
"Male","31"
"65",""
"Female","60"
"Male","56"
"66",""
"Female","36"
"Male","31"
"67",""
"Female","51"
"Male","45"
"68",""
"Female","34"
"Male","39"
"69",""
"Female","21"
"Male","32"
"7",""
"Female","168"
"Male","205"
"70",""
"Female","70"
"Male","51"
"71",""
"Female","26"
"Male","21"
"72",""
"Female","34"
"Male","57"
"73",""
"Female","15"
"Male","38"
"74",""
"Female","18"
"Male","17"
"75",""
"Female","53"
"Male","31"
"76",""
"Female","18"
"Male","19"
"77",""
"Female","14"
"Male","14"
"78",""
"Female","33"
"Male","30"
"79",""
"Female","17"
"Male","14"
"8",""
"Female","216"
"Male","228"
"80",""
"Female","11"
"Male","23"
"81",""
"Female","7"
"Male","11"
"82",""
"Female","9"
"Male","12"
"83",""
"Female","5"
"Male","9"
"84",""
"Female","6"
"Male","14"
"85",""
"Female","29"
"Male","34"
"9",""
"Female","166"
"Male","167"
