"Population by Educational Attainment","Number"
"Beginners",""
"Female","267"
"Male","295"
"Graduate and Equivalent",""
"Female","1"
"Male","30"
"Intermediate and Equivalent",""
"Female","26"
"Male","157"
"Level not Stated",""
"Female","0"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","203"
"Male","463"
"Non Formal Education",""
"Female","21"
"Male","39"
"Others",""
"Female","2"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","795"
"Male","1064"
"Secondary Level (Class 9-10)",""
"Female","65"
"Male","289"
"SLC and Equivalent",""
"Female","58"
"Male","271"
