"Population by Single Year of Age","Number"
"0",""
"Female","125"
"Male","116"
"1",""
"Female","145"
"Male","123"
"10",""
"Female","155"
"Male","152"
"11",""
"Female","101"
"Male","87"
"12",""
"Female","139"
"Male","134"
"13",""
"Female","109"
"Male","128"
"14",""
"Female","111"
"Male","113"
"15",""
"Female","95"
"Male","131"
"16",""
"Female","84"
"Male","112"
"17",""
"Female","58"
"Male","70"
"18",""
"Female","102"
"Male","100"
"19",""
"Female","57"
"Male","49"
"2",""
"Female","158"
"Male","187"
"20",""
"Female","112"
"Male","88"
"21",""
"Female","55"
"Male","54"
"22",""
"Female","90"
"Male","75"
"23",""
"Female","95"
"Male","57"
"24",""
"Female","90"
"Male","53"
"25",""
"Female","95"
"Male","96"
"26",""
"Female","64"
"Male","75"
"27",""
"Female","46"
"Male","63"
"28",""
"Female","89"
"Male","85"
"29",""
"Female","27"
"Male","29"
"3",""
"Female","189"
"Male","214"
"30",""
"Female","122"
"Male","84"
"31",""
"Female","29"
"Male","27"
"32",""
"Female","70"
"Male","55"
"33",""
"Female","41"
"Male","47"
"34",""
"Female","36"
"Male","37"
"35",""
"Female","79"
"Male","80"
"36",""
"Female","59"
"Male","71"
"37",""
"Female","29"
"Male","33"
"38",""
"Female","59"
"Male","66"
"39",""
"Female","33"
"Male","26"
"4",""
"Female","167"
"Male","165"
"40",""
"Female","112"
"Male","98"
"41",""
"Female","24"
"Male","36"
"42",""
"Female","44"
"Male","24"
"43",""
"Female","26"
"Male","42"
"44",""
"Female","28"
"Male","31"
"45",""
"Female","86"
"Male","85"
"46",""
"Female","28"
"Male","40"
"47",""
"Female","17"
"Male","31"
"48",""
"Female","41"
"Male","55"
"49",""
"Female","22"
"Male","27"
"5",""
"Female","194"
"Male","179"
"50",""
"Female","101"
"Male","93"
"51",""
"Female","17"
"Male","18"
"52",""
"Female","28"
"Male","33"
"53",""
"Female","15"
"Male","21"
"54",""
"Female","11"
"Male","18"
"55",""
"Female","57"
"Male","61"
"56",""
"Female","21"
"Male","31"
"57",""
"Female","15"
"Male","19"
"58",""
"Female","26"
"Male","46"
"59",""
"Female","21"
"Male","29"
"6",""
"Female","146"
"Male","158"
"60",""
"Female","78"
"Male","81"
"61",""
"Female","32"
"Male","32"
"62",""
"Female","39"
"Male","29"
"63",""
"Female","26"
"Male","24"
"64",""
"Female","20"
"Male","16"
"65",""
"Female","44"
"Male","34"
"66",""
"Female","15"
"Male","17"
"67",""
"Female","14"
"Male","12"
"68",""
"Female","15"
"Male","18"
"69",""
"Female","6"
"Male","6"
"7",""
"Female","110"
"Male","116"
"70",""
"Female","19"
"Male","21"
"71",""
"Female","5"
"Male","10"
"72",""
"Female","6"
"Male","9"
"73",""
"Female","4"
"Male","7"
"74",""
"Female","2"
"Male","6"
"75",""
"Female","8"
"Male","5"
"76",""
"Female","5"
"Male","3"
"77",""
"Female","0"
"Male","2"
"78",""
"Female","4"
"Male","4"
"79",""
"Female","0"
"Male","2"
"8",""
"Female","133"
"Male","139"
"80",""
"Female","2"
"Male","7"
"81",""
"Female","0"
"Male","6"
"82",""
"Female","2"
"Male","1"
"83",""
"Female","1"
"Male","1"
"85",""
"Female","5"
"Male","9"
"9",""
"Female","101"
"Male","103"
