"Population by disability type","Number"
"Blind/low vision",""
"Female","20"
"Male","34"
"","54"
"Deaf/hard of hearing",""
"Female","19"
"Male","22"
"","41"
"Deaf-Blind",""
"Female","1"
"Male","3"
"","4"
"Intellectual disable",""
"Female","2"
"Male","3"
"","5"
"Mental disable",""
"Female","6"
"Male","12"
"","18"
"Multiple disable",""
"Female","7"
"Male","5"
"","12"
"No disability",""
"Female","8986"
"Male","8365"
"","17351"
"Physical",""
"Female","52"
"Male","85"
"","137"
"Speech problem",""
"Female","14"
"Male","35"
"","49"
