"Population by Caste Ethinicity","Number"
"Badi",""
"Female","57"
"Male","56"
"","113"
"Bangali",""
"Female","6"
"Male","8"
"","14"
"Baraee",""
"Female","8"
"Male","8"
"","16"
"Bhote",""
"Female","30"
"Male","19"
"","49"
"Brahman - Hill",""
"Female","7276"
"Male","7524"
"","14800"
"Brahman - Tarai",""
"Female","15"
"Male","28"
"","43"
"Brahmu/ Baramo",""
"Female","8"
"Male","6"
"","14"
"Chamar/ Harijan/ Ram",""
"Female","8"
"Male","18"
"","26"
"Chhantyal/Chhantel",""
"Female","10"
"Male","3"
"","13"
"Chhetri",""
"Female","7905"
"Male","7993"
"","15898"
"Dalit Others",""
"Female","229"
"Male","221"
"","450"
"Damai/Dholi",""
"Female","177"
"Male","163"
"","340"
"Danuwar",""
"Female","6"
"Male","5"
"","11"
"Dhanuk",""
"Female","21"
"Male","48"
"","69"
"Dura",""
"Female","25"
"Male","28"
"","53"
"Gaine",""
"Female","13"
"Male","11"
"","24"
"Ghale",""
"Female","78"
"Male","83"
"","161"
"Gharti/Bhujel",""
"Female","93"
"Male","98"
"","191"
"Gurung",""
"Female","1163"
"Male","1081"
"","2244"
"Hajam/Thakur",""
"Female","10"
"Male","50"
"","60"
"Halwai",""
"Female","15"
"Male","26"
"","41"
"Janajati Others",""
"Female","6"
"Male","5"
"","11"
"Jirel",""
"Female","10"
"Male","14"
"","24"
"Kahar",""
"Female","9"
"Male","6"
"","15"
"Kalwar",""
"Female","19"
"Male","22"
"","41"
"Kami",""
"Female","288"
"Male","282"
"","570"
"Kathabaniyan",""
"Female","7"
"Male","16"
"","23"
"Kayastha",""
"Female","9"
"Male","16"
"","25"
"Khatwe",""
"Female","3"
"Male","11"
"","14"
"Koiri/Kushwaha",""
"Female","11"
"Male","36"
"","47"
"Kumal",""
"Female","18"
"Male","27"
"","45"
"Kurmi",""
"Female","3"
"Male","8"
"","11"
"Limbu",""
"Female","157"
"Male","139"
"","296"
"Lodh",""
"Female","12"
"Male","19"
"","31"
"Lohar",""
"Female","6"
"Male","13"
"","19"
"Magar",""
"Female","1622"
"Male","1597"
"","3219"
"Majhi",""
"Female","49"
"Male","59"
"","108"
"Mallaha",""
"Female","2"
"Male","10"
"","12"
"Marwadi",""
"Female","24"
"Male","33"
"","57"
"Musalman",""
"Female","199"
"Male","372"
"","571"
"Newar",""
"Female","5925"
"Male","5894"
"","11819"
"Others",""
"Female","73"
"Male","72"
"","145"
"Punjabi/Sikh",""
"Female","11"
"Male","7"
"","18"
"Rai",""
"Female","483"
"Male","474"
"","957"
"Rajbansi",""
"Female","11"
"Male","15"
"","26"
"Rajput",""
"Female","9"
"Male","15"
"","24"
"Sanyasi/Dasnami",""
"Female","1318"
"Male","1323"
"","2641"
"Sarki",""
"Female","51"
"Male","57"
"","108"
"Sherpa",""
"Female","224"
"Male","202"
"","426"
"Sudhi",""
"Female","5"
"Male","12"
"","17"
"Sunuwar",""
"Female","17"
"Male","19"
"","36"
"Tamang",""
"Female","4606"
"Male","4564"
"","9170"
"Teli",""
"Female","19"
"Male","54"
"","73"
"Terai Others",""
"Female","24"
"Male","40"
"","64"
"Thakali",""
"Female","100"
"Male","98"
"","198"
"Thakuri",""
"Female","531"
"Male","527"
"","1058"
"Thami",""
"Female","12"
"Male","14"
"","26"
"Tharu",""
"Female","299"
"Male","414"
"","713"
"Yadav",""
"Female","31"
"Male","101"
"","132"
