"Population by Mother tongue","Number"
"Bantawa",""
"Female","9"
"Male","12"
"","21"
"Bhojpuri",""
"Female","108"
"Male","204"
"","312"
"Doteli",""
"Female","12"
"Male","36"
"","48"
"Dura",""
"Female","8"
"Male","13"
"","21"
"English",""
"Female","5"
"Male","16"
"","21"
"Ghale",""
"Female","13"
"Male","19"
"","32"
"Gurung",""
"Female","703"
"Male","662"
"","1365"
"Hindi",""
"Female","94"
"Male","174"
"","268"
"Kham",""
"Female","24"
"Male","31"
"","55"
"Limbu",""
"Female","75"
"Male","54"
"","129"
"Magar",""
"Female","493"
"Male","463"
"","956"
"Maithili",""
"Female","283"
"Male","609"
"","892"
"Majhi",""
"Female","10"
"Male","7"
"","17"
"Nepali",""
"Female","23845"
"Male","24081"
"","47926"
"Newar",""
"Female","3816"
"Male","3799"
"","7615"
"Not Reported",""
"Female","9"
"Male","3"
"","12"
"Others",""
"Female","74"
"Male","83"
"","157"
"Rai",""
"Female","209"
"Male","187"
"","396"
"Rajsthani",""
"Female","8"
"Male","10"
"","18"
"Sherpa",""
"Female","218"
"Male","190"
"","408"
"Sunuwar",""
"Female","11"
"Male","11"
"","22"
"Tamang",""
"Female","3019"
"Male","3012"
"","6031"
"Thakali",""
"Female","39"
"Male","39"
"","78"
"Tharu",""
"Female","160"
"Male","220"
"","380"
"Tibetan",""
"Female","73"
"Male","70"
"","143"
"Urdu",""
"Female","38"
"Male","59"
"","97"
