"Population by disability type","Number"
"Blind/low vision",""
"Female","159"
"Male","136"
"","295"
"Deaf/hard of hearing",""
"Female","94"
"Male","95"
"","189"
"Deaf-Blind",""
"Female","17"
"Male","14"
"","31"
"Intellectual disable",""
"Female","12"
"Male","26"
"","38"
"Mental disable",""
"Female","47"
"Male","65"
"","112"
"Multiple disable",""
"Female","64"
"Male","92"
"","156"
"No disability",""
"Female","45625"
"Male","44693"
"","90318"
"Physical",""
"Female","184"
"Male","284"
"","468"
"Speech problem",""
"Female","49"
"Male","110"
"","159"
