"Population by Caste Ethinicity","Number"
"Amat",""
"Female","36"
"Male","32"
"","68"
"Badhaee",""
"Female","128"
"Male","157"
"","285"
"Bangali",""
"Female","49"
"Male","68"
"","117"
"Baraee",""
"Female","290"
"Male","304"
"","594"
"Brahman - Hill",""
"Female","713"
"Male","695"
"","1408"
"Brahman - Tarai",""
"Female","207"
"Male","230"
"","437"
"Chamar/ Harijan/ Ram",""
"Female","2479"
"Male","2272"
"","4751"
"Chhetri",""
"Female","852"
"Male","823"
"","1675"
"Damai/Dholi",""
"Female","213"
"Male","226"
"","439"
"Danuwar",""
"Female","437"
"Male","420"
"","857"
"Dev",""
"Female","8"
"Male","13"
"","21"
"Dhanuk",""
"Female","813"
"Male","842"
"","1655"
"Dhobi",""
"Female","147"
"Male","153"
"","300"
"Dom",""
"Female","149"
"Male","126"
"","275"
"Dusadh/ Pasawan/ Pasi",""
"Female","1596"
"Male","1601"
"","3197"
"Gaderi/Bhedihar",""
"Female","37"
"Male","37"
"","74"
"Gharti/Bhujel",""
"Female","67"
"Male","72"
"","139"
"Gurung",""
"Female","15"
"Male","8"
"","23"
"Hajam/Thakur",""
"Female","532"
"Male","508"
"","1040"
"Halkhor",""
"Female","93"
"Male","124"
"","217"
"Halwai",""
"Female","1151"
"Male","1152"
"","2303"
"Kalar",""
"Female","26"
"Male","30"
"","56"
"Kalwar",""
"Female","307"
"Male","313"
"","620"
"Kami",""
"Female","424"
"Male","382"
"","806"
"Kathabaniyan",""
"Female","811"
"Male","820"
"","1631"
"Kayastha",""
"Female","151"
"Male","173"
"","324"
"Kewat",""
"Female","435"
"Male","428"
"","863"
"Khatwe",""
"Female","622"
"Male","618"
"","1240"
"Koiri/Kushwaha",""
"Female","3920"
"Male","3875"
"","7795"
"Kumal",""
"Female","48"
"Male","54"
"","102"
"Kumhar",""
"Female","396"
"Male","372"
"","768"
"Kurmi",""
"Female","136"
"Male","134"
"","270"
"Limbu",""
"Female","38"
"Male","38"
"","76"
"Lohar",""
"Female","88"
"Male","102"
"","190"
"Magar",""
"Female","429"
"Male","363"
"","792"
"Majhi",""
"Female","31"
"Male","25"
"","56"
"Mali",""
"Female","71"
"Male","61"
"","132"
"Mallaha",""
"Female","644"
"Male","619"
"","1263"
"Marwadi",""
"Female","203"
"Male","205"
"","408"
"Musahar",""
"Female","3627"
"Male","3753"
"","7380"
"Musalman",""
"Female","3789"
"Male","3593"
"","7382"
"Newar",""
"Female","133"
"Male","125"
"","258"
"Others",""
"Female","48"
"Male","34"
"","82"
"Punjabi/Sikh",""
"Female","46"
"Male","45"
"","91"
"Rai",""
"Female","163"
"Male","142"
"","305"
"Rajdhob",""
"Female","34"
"Male","34"
"","68"
"Rajput",""
"Female","259"
"Male","278"
"","537"
"Sanyasi/Dasnami",""
"Female","116"
"Male","120"
"","236"
"Sarki",""
"Female","174"
"Male","182"
"","356"
"Sonar",""
"Female","217"
"Male","251"
"","468"
"Sudhi",""
"Female","1339"
"Male","1435"
"","2774"
"Sunuwar",""
"Female","369"
"Male","339"
"","708"
"Tamang",""
"Female","365"
"Male","350"
"","715"
"Tatma/Tatwa",""
"Female","902"
"Male","835"
"","1737"
"Teli",""
"Female","2198"
"Male","2231"
"","4429"
"Terai Others",""
"Female","256"
"Male","263"
"","519"
"Thakuri",""
"Female","24"
"Male","20"
"","44"
"Tharu",""
"Female","8111"
"Male","7549"
"","15660"
"Undefined Others",""
"Female","54"
"Male","48"
"","102"
"Yadav",""
"Female","5235"
"Male","5413"
"","10648"
