"Population by Educational Attainment","Number"
"Beginners",""
"Female","757"
"Male","1001"
"","1758"
"Graduate and Equivalent",""
"Female","336"
"Male","1091"
"","1427"
"Intermediate and Equivalent",""
"Female","1233"
"Male","2185"
"","3418"
"Level not Stated",""
"Female","151"
"Male","167"
"","318"
"Lower Secondary (Class 6-8)",""
"Female","3974"
"Male","5469"
"","9443"
"Non Formal Education",""
"Female","354"
"Male","451"
"","805"
"Others",""
"Female","63"
"Male","80"
"","143"
"Post Graduate Equivalent and Above",""
"Female","47"
"Male","323"
"","370"
"Primary Education (1-5 Class)",""
"Female","8453"
"Male","10116"
"","18569"
"Secondary Level (Class 9-10)",""
"Female","2046"
"Male","3334"
"","5380"
"SLC and Equivalent",""
"Female","2555"
"Male","4295"
"","6850"
