"Population by Single Year of Age","Number"
"0",""
"Female","265"
"Male","298"
"1",""
"Female","264"
"Male","249"
"10",""
"Female","366"
"Male","420"
"11",""
"Female","290"
"Male","319"
"12",""
"Female","406"
"Male","406"
"13",""
"Female","331"
"Male","306"
"14",""
"Female","357"
"Male","326"
"15",""
"Female","298"
"Male","281"
"16",""
"Female","343"
"Male","304"
"17",""
"Female","231"
"Male","178"
"18",""
"Female","334"
"Male","306"
"19",""
"Female","198"
"Male","161"
"2",""
"Female","405"
"Male","345"
"20",""
"Female","308"
"Male","229"
"21",""
"Female","207"
"Male","166"
"22",""
"Female","248"
"Male","198"
"23",""
"Female","164"
"Male","144"
"24",""
"Female","181"
"Male","133"
"25",""
"Female","239"
"Male","177"
"26",""
"Female","154"
"Male","114"
"27",""
"Female","140"
"Male","111"
"28",""
"Female","194"
"Male","140"
"29",""
"Female","88"
"Male","67"
"3",""
"Female","352"
"Male","370"
"30",""
"Female","287"
"Male","166"
"31",""
"Female","65"
"Male","67"
"32",""
"Female","178"
"Male","125"
"33",""
"Female","91"
"Male","69"
"34",""
"Female","92"
"Male","66"
"35",""
"Female","283"
"Male","193"
"36",""
"Female","108"
"Male","95"
"37",""
"Female","47"
"Male","46"
"38",""
"Female","158"
"Male","112"
"39",""
"Female","62"
"Male","45"
"4",""
"Female","392"
"Male","416"
"40",""
"Female","261"
"Male","134"
"41",""
"Female","72"
"Male","60"
"42",""
"Female","96"
"Male","60"
"43",""
"Female","66"
"Male","51"
"44",""
"Female","63"
"Male","47"
"45",""
"Female","214"
"Male","138"
"46",""
"Female","66"
"Male","75"
"47",""
"Female","43"
"Male","48"
"48",""
"Female","95"
"Male","78"
"49",""
"Female","44"
"Male","36"
"5",""
"Female","393"
"Male","395"
"50",""
"Female","193"
"Male","113"
"51",""
"Female","36"
"Male","58"
"52",""
"Female","65"
"Male","71"
"53",""
"Female","25"
"Male","40"
"54",""
"Female","28"
"Male","30"
"55",""
"Female","118"
"Male","96"
"56",""
"Female","37"
"Male","54"
"57",""
"Female","35"
"Male","30"
"58",""
"Female","63"
"Male","48"
"59",""
"Female","29"
"Male","31"
"6",""
"Female","347"
"Male","384"
"60",""
"Female","161"
"Male","117"
"61",""
"Female","68"
"Male","40"
"62",""
"Female","95"
"Male","61"
"63",""
"Female","51"
"Male","35"
"64",""
"Female","27"
"Male","30"
"65",""
"Female","162"
"Male","88"
"66",""
"Female","32"
"Male","29"
"67",""
"Female","22"
"Male","17"
"68",""
"Female","50"
"Male","39"
"69",""
"Female","11"
"Male","16"
"7",""
"Female","358"
"Male","354"
"70",""
"Female","123"
"Male","80"
"71",""
"Female","40"
"Male","33"
"72",""
"Female","47"
"Male","41"
"73",""
"Female","18"
"Male","23"
"74",""
"Female","9"
"Male","11"
"75",""
"Female","50"
"Male","47"
"76",""
"Female","18"
"Male","13"
"77",""
"Female","8"
"Male","14"
"78",""
"Female","16"
"Male","12"
"79",""
"Female","4"
"Male","11"
"8",""
"Female","412"
"Male","378"
"80",""
"Female","30"
"Male","13"
"81",""
"Female","8"
"Male","5"
"82",""
"Female","7"
"Male","9"
"83",""
"Female","2"
"Male","7"
"84",""
"Female","7"
"Male","7"
"85",""
"Female","20"
"Male","17"
"9",""
"Female","321"
"Male","306"
