"Population by Educational Attainment","Number"
"Beginners",""
"Female","397"
"Male","466"
"Graduate and Equivalent",""
"Female","10"
"Male","97"
"Intermediate and Equivalent",""
"Female","114"
"Male","377"
"Level not Stated",""
"Female","32"
"Male","67"
"Lower Secondary (Class 6-8)",""
"Female","867"
"Male","1404"
"Non Formal Education",""
"Female","178"
"Male","266"
"Others",""
"Female","6"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","2637"
"Male","3194"
"Secondary Level (Class 9-10)",""
"Female","351"
"Male","728"
"SLC and Equivalent",""
"Female","162"
"Male","452"
