"Population by Educational Attainment","Number"
"Beginners",""
"Female","382"
"Male","423"
"","805"
"Graduate and Equivalent",""
"Female","5"
"Male","31"
"","36"
"Intermediate and Equivalent",""
"Female","138"
"Male","269"
"","407"
"Level not Stated",""
"Female","5"
"Male","10"
"","15"
"Lower Secondary (Class 6-8)",""
"Female","1071"
"Male","1356"
"","2427"
"Non Formal Education",""
"Female","67"
"Male","51"
"","118"
"Others",""
"Female","3"
"Male","4"
"","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","9"
"","9"
"Primary Education (1-5 Class)",""
"Female","2719"
"Male","3201"
"","5920"
"Secondary Level (Class 9-10)",""
"Female","400"
"Male","610"
"","1010"
"SLC and Equivalent",""
"Female","186"
"Male","321"
"","507"
