"Population by Educational Attainment","Number"
"Beginners",""
"Female","70"
"Male","89"
"","159"
"Graduate and Equivalent",""
"Female","46"
"Male","257"
"","303"
"Intermediate and Equivalent",""
"Female","144"
"Male","426"
"","570"
"Level not Stated",""
"Female","80"
"Male","84"
"","164"
"Lower Secondary (Class 6-8)",""
"Female","1134"
"Male","1675"
"","2809"
"Non Formal Education",""
"Female","142"
"Male","254"
"","396"
"Others",""
"Female","7"
"Male","16"
"","23"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","61"
"","65"
"Primary Education (1-5 Class)",""
"Female","2855"
"Male","3502"
"","6357"
"Secondary Level (Class 9-10)",""
"Female","589"
"Male","1331"
"","1920"
"SLC and Equivalent",""
"Female","265"
"Male","732"
"","997"
