"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","1791"
"Male","1741"
"Brahmu/ Baramo",""
"Female","38"
"Male","27"
"Chepang /Praja",""
"Female","4915"
"Male","5038"
"Chhetri",""
"Female","1693"
"Male","1602"
"Dalit Others",""
"Female","24"
"Male","19"
"Damai/Dholi",""
"Female","471"
"Male","430"
"Ghale",""
"Female","283"
"Male","264"
"Gharti/Bhujel",""
"Female","76"
"Male","72"
"Gurung",""
"Female","639"
"Male","615"
"Kami",""
"Female","799"
"Male","737"
"Magar",""
"Female","1343"
"Male","1311"
"Majhi",""
"Female","6"
"Male","7"
"Musalman",""
"Female","86"
"Male","125"
"Newar",""
"Female","1111"
"Male","1092"
"Nuniya",""
"Female","6"
"Male","10"
"Others",""
"Female","37"
"Male","67"
"Rai",""
"Female","25"
"Male","22"
"Sanyasi/Dasnami",""
"Female","133"
"Male","117"
"Sarki",""
"Female","438"
"Male","394"
"Sunuwar",""
"Female","8"
"Male","7"
"Tamang",""
"Female","1575"
"Male","1628"
"Teli",""
"Female","15"
"Male","23"
"Terai Others",""
"Female","11"
"Male","10"
"Thakuri",""
"Female","277"
"Male","271"
"Tharu",""
"Female","15"
"Male","31"
