"Population by Educational Attainment","Number"
"Beginners",""
"Female","490"
"Male","579"
"","1069"
"Graduate and Equivalent",""
"Female","56"
"Male","130"
"","186"
"Intermediate and Equivalent",""
"Female","262"
"Male","307"
"","569"
"Level not Stated",""
"Female","21"
"Male","39"
"","60"
"Lower Secondary (Class 6-8)",""
"Female","1349"
"Male","1511"
"","2860"
"Non Formal Education",""
"Female","551"
"Male","716"
"","1267"
"Others",""
"Female","1"
"Male","7"
"","8"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","42"
"","53"
"Primary Education (1-5 Class)",""
"Female","4485"
"Male","5493"
"","9978"
"Secondary Level (Class 9-10)",""
"Female","535"
"Male","663"
"","1198"
"SLC and Equivalent",""
"Female","473"
"Male","614"
"","1087"
