"Population by disability type","Number"
"Blind/low vision",""
"Female","59"
"Male","55"
"","114"
"Deaf/hard of hearing",""
"Female","52"
"Male","74"
"","126"
"Deaf-Blind",""
"Female","8"
"Male","7"
"","15"
"Intellectual disable",""
"Female","21"
"Male","31"
"","52"
"Mental disable",""
"Female","15"
"Male","15"
"","30"
"Multiple disable",""
"Female","38"
"Male","42"
"","80"
"No disability",""
"Female","15452"
"Male","15241"
"","30693"
"Physical",""
"Female","104"
"Male","125"
"","229"
"Speech problem",""
"Female","66"
"Male","70"
"","136"
