"Population by disability type","Number"
"Blind/low vision",""
"Female","40"
"Male","36"
"","76"
"Deaf/hard of hearing",""
"Female","41"
"Male","48"
"","89"
"Deaf-Blind",""
"Female","1"
"Male","5"
"","6"
"Intellectual disable",""
"Female","0"
"Male","4"
"","4"
"Mental disable",""
"Female","9"
"Male","7"
"","16"
"Multiple disable",""
"Female","6"
"Male","16"
"","22"
"No disability",""
"Female","5790"
"Male","5842"
"","11632"
"Physical",""
"Female","48"
"Male","64"
"","112"
"Speech problem",""
"Female","12"
"Male","24"
"","36"
