"Population by Single Year of Age","Number"
"0",""
"Female","249"
"Male","245"
"1",""
"Female","161"
"Male","143"
"10",""
"Female","459"
"Male","496"
"11",""
"Female","178"
"Male","177"
"12",""
"Female","369"
"Male","424"
"13",""
"Female","193"
"Male","195"
"14",""
"Female","237"
"Male","273"
"15",""
"Female","187"
"Male","270"
"16",""
"Female","166"
"Male","236"
"17",""
"Female","103"
"Male","125"
"18",""
"Female","176"
"Male","259"
"19",""
"Female","81"
"Male","107"
"2",""
"Female","262"
"Male","301"
"20",""
"Female","221"
"Male","292"
"21",""
"Female","88"
"Male","72"
"22",""
"Female","193"
"Male","227"
"23",""
"Female","154"
"Male","104"
"24",""
"Female","174"
"Male","172"
"25",""
"Female","261"
"Male","326"
"26",""
"Female","128"
"Male","133"
"27",""
"Female","89"
"Male","100"
"28",""
"Female","239"
"Male","190"
"29",""
"Female","41"
"Male","54"
"3",""
"Female","283"
"Male","302"
"30",""
"Female","278"
"Male","361"
"31",""
"Female","24"
"Male","24"
"32",""
"Female","160"
"Male","153"
"33",""
"Female","109"
"Male","41"
"34",""
"Female","113"
"Male","47"
"35",""
"Female","260"
"Male","342"
"36",""
"Female","106"
"Male","98"
"37",""
"Female","53"
"Male","66"
"38",""
"Female","216"
"Male","121"
"39",""
"Female","34"
"Male","31"
"4",""
"Female","347"
"Male","338"
"40",""
"Female","232"
"Male","394"
"41",""
"Female","27"
"Male","24"
"42",""
"Female","92"
"Male","94"
"43",""
"Female","105"
"Male","40"
"44",""
"Female","57"
"Male","30"
"45",""
"Female","205"
"Male","279"
"46",""
"Female","67"
"Male","34"
"47",""
"Female","36"
"Male","46"
"48",""
"Female","141"
"Male","91"
"49",""
"Female","29"
"Male","21"
"5",""
"Female","367"
"Male","407"
"50",""
"Female","192"
"Male","293"
"51",""
"Female","10"
"Male","26"
"52",""
"Female","49"
"Male","39"
"53",""
"Female","37"
"Male","19"
"54",""
"Female","37"
"Male","23"
"55",""
"Female","156"
"Male","188"
"56",""
"Female","32"
"Male","31"
"57",""
"Female","18"
"Male","21"
"58",""
"Female","74"
"Male","45"
"59",""
"Female","17"
"Male","13"
"6",""
"Female","351"
"Male","409"
"60",""
"Female","169"
"Male","224"
"61",""
"Female","16"
"Male","8"
"62",""
"Female","59"
"Male","30"
"63",""
"Female","33"
"Male","11"
"64",""
"Female","30"
"Male","23"
"65",""
"Female","141"
"Male","162"
"66",""
"Female","15"
"Male","29"
"67",""
"Female","18"
"Male","7"
"68",""
"Female","39"
"Male","42"
"69",""
"Female","6"
"Male","4"
"7",""
"Female","303"
"Male","302"
"70",""
"Female","95"
"Male","108"
"71",""
"Female","5"
"Male","9"
"72",""
"Female","18"
"Male","27"
"73",""
"Female","9"
"Male","6"
"74",""
"Female","10"
"Male","5"
"75",""
"Female","35"
"Male","62"
"76",""
"Female","3"
"Male","2"
"77",""
"Female","6"
"Male","6"
"78",""
"Female","6"
"Male","6"
"79",""
"Female","3"
"Male","1"
"8",""
"Female","418"
"Male","473"
"80",""
"Female","29"
"Male","27"
"82",""
"Female","2"
"Male","0"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","10"
"Male","13"
"9",""
"Female","221"
"Male","227"
