"Population by Caste/Ethinicity","Number"
"Baraee",""
"Female","119"
"Male","140"
"Bin",""
"Female","67"
"Male","66"
"Brahman - Hill",""
"Female","124"
"Male","125"
"Brahman - Tarai",""
"Female","79"
"Male","91"
"Chamar/ Harijan/ Ram",""
"Female","545"
"Male","622"
"Dhanuk",""
"Female","1004"
"Male","1059"
"Dhobi",""
"Female","118"
"Male","128"
"Dhunia",""
"Female","7"
"Male","7"
"Dom",""
"Female","24"
"Male","25"
"Dusadh/ Pasawan/ Pasi",""
"Female","353"
"Male","367"
"Hajam/Thakur",""
"Female","130"
"Male","154"
"Halwai",""
"Female","75"
"Male","69"
"Kalwar",""
"Female","75"
"Male","81"
"Kanu",""
"Female","37"
"Male","32"
"Kathabaniyan",""
"Female","18"
"Male","20"
"Kayastha",""
"Female","29"
"Male","28"
"Koiri/Kushwaha",""
"Female","505"
"Male","534"
"Kumhar",""
"Female","180"
"Male","185"
"Kurmi",""
"Female","14"
"Male","12"
"Lohar",""
"Female","291"
"Male","285"
"Mali",""
"Female","51"
"Male","47"
"Musahar",""
"Female","62"
"Male","70"
"Musalman",""
"Female","1536"
"Male","1679"
"Newar",""
"Female","5"
"Male","8"
"Others",""
"Female","40"
"Male","33"
"Punjabi/Sikh",""
"Female","31"
"Male","45"
"Sonar",""
"Female","381"
"Male","395"
"Sudhi",""
"Female","413"
"Male","423"
"Tatma/Tatwa",""
"Female","35"
"Male","35"
"Teli",""
"Female","1293"
"Male","1463"
"Terai Others",""
"Female","173"
"Male","199"
"Yadav",""
"Female","2609"
"Male","2800"
