"Population by Educational Attainment","Number"
"Beginners",""
"Female","105"
"Male","131"
"Graduate and Equivalent",""
"Female","14"
"Male","86"
"Intermediate and Equivalent",""
"Female","59"
"Male","249"
"Level not Stated",""
"Female","28"
"Male","31"
"Lower Secondary (Class 6-8)",""
"Female","446"
"Male","979"
"Non Formal Education",""
"Female","30"
"Male","57"
"Others",""
"Female","4"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","21"
"Primary Education (1-5 Class)",""
"Female","1447"
"Male","2354"
"Secondary Level (Class 9-10)",""
"Female","200"
"Male","591"
"SLC and Equivalent",""
"Female","107"
"Male","362"
