"Population by Mother tongue","Number"
"Achhami",""
"Female","28"
"Male","74"
"Assami",""
"Female","11"
"Male","17"
"Athpariya",""
"Female","6"
"Male","7"
"Avadhi",""
"Female","256"
"Male","459"
"Bahing",""
"Female","148"
"Male","153"
"Baitadeli",""
"Female","46"
"Male","100"
"Bajhangi",""
"Female","28"
"Male","60"
"Bajjika",""
"Female","67"
"Male","280"
"Bangla",""
"Female","889"
"Male","3039"
"Bankariya",""
"Female","38"
"Male","24"
"Bantawa",""
"Female","633"
"Male","606"
"Belhare",""
"Female","6"
"Male","10"
"Bhojpuri",""
"Female","12684"
"Male","27480"
"Bhujel",""
"Female","189"
"Male","194"
"Bote",""
"Female","1074"
"Male","954"
"Chamling",""
"Female","726"
"Male","659"
"Chepang",""
"Female","22712"
"Male","23227"
"Chhantyal",""
"Female","164"
"Male","163"
"Chinese",""
"Female","28"
"Male","58"
"Danuwar",""
"Female","14894"
"Male","13052"
"Darai",""
"Female","3545"
"Male","3131"
"Dhimal",""
"Female","210"
"Male","196"
"Doteli",""
"Female","897"
"Male","1917"
"Dumi",""
"Female","39"
"Male","47"
"Dungmali",""
"Female","12"
"Male","12"
"Dura",""
"Female","44"
"Male","46"
"English",""
"Female","582"
"Male","756"
"French",""
"Female","15"
"Male","14"
"Ghale",""
"Female","2059"
"Male","1548"
"Gurung",""
"Female","27188"
"Male","23512"
"Hayu/Vayu",""
"Female","721"
"Male","651"
"Hindi",""
"Female","9337"
"Male","17093"
"Hyolmo/Yholmo",""
"Female","4124"
"Male","3923"
"Jero/Jerung",""
"Female","27"
"Male","21"
"Jirel",""
"Female","2412"
"Male","2166"
"Khaling",""
"Female","124"
"Male","129"
"Kham",""
"Female","341"
"Male","281"
"Khash",""
"Female","12"
"Male","26"
"Kulung",""
"Female","173"
"Male","226"
"Kumal",""
"Female","1620"
"Male","1526"
"Lapcha",""
"Female","1995"
"Male","1847"
"Lhomi",""
"Female","26"
"Male","27"
"Limbu",""
"Female","4508"
"Male","4548"
"Lohorung",""
"Female","17"
"Male","18"
"Magahi",""
"Female","6"
"Male","11"
"Magar",""
"Female","51401"
"Male","47372"
"Maithili",""
"Female","22478"
"Male","41948"
"Majhi",""
"Female","6508"
"Male","6026"
"Manange",""
"Female","181"
"Male","184"
"Mizo",""
"Female","10"
"Male","10"
"Nachhiring",""
"Female","54"
"Male","62"
"Nepali",""
"Female","1592262"
"Male","1517335"
"Newar",""
"Female","343710"
"Male","332366"
"Not Reported",""
"Female","2712"
"Male","2719"
"Oriya",""
"Female","120"
"Male","259"
"Others",""
"Female","4655"
"Male","5071"
"Pahari",""
"Female","1633"
"Male","1645"
"Puma",""
"Female","17"
"Male","7"
"Punjabi",""
"Female","100"
"Male","131"
"Rai",""
"Female","14045"
"Male","13114"
"Rajbanshi",""
"Female","230"
"Male","349"
"Rajsthani",""
"Female","2944"
"Male","3280"
"Sampang",""
"Female","88"
"Male","97"
"Sanskrit",""
"Female","32"
"Male","52"
"Santhali",""
"Female","34"
"Male","74"
"Sherpa",""
"Female","20362"
"Male","18921"
"Sign Language",""
"Female","166"
"Male","229"
"Sunuwar",""
"Female","8788"
"Male","7864"
"Surel",""
"Female","55"
"Male","57"
"Tajpuriya",""
"Female","32"
"Male","44"
"Tamang",""
"Female","519599"
"Male","484950"
"Thakali",""
"Female","676"
"Male","608"
"Thami",""
"Female","11043"
"Male","10329"
"Tharu",""
"Female","36861"
"Male","35595"
"Thulung",""
"Female","242"
"Male","252"
"Tibetan",""
"Female","1590"
"Male","1350"
"Uranw/Urau",""
"Female","32"
"Male","50"
"Urdu",""
"Female","3160"
"Male","5249"
"Wambule",""
"Female","599"
"Male","553"
"Yakkha",""
"Female","128"
"Male","131"
"Yamphu/Yamphe",""
"Female","16"
"Male","23"
