"Population by Educational Attainment","Number"
"Beginners",""
"Female","60698"
"Male","69230"
"Graduate and Equivalent",""
"Female","82862"
"Male","136089"
"Intermediate and Equivalent",""
"Female","181398"
"Male","220607"
"Level not Stated",""
"Female","8419"
"Male","9171"
"Lower Secondary (Class 6-8)",""
"Female","318780"
"Male","351929"
"Non Formal Education",""
"Female","100678"
"Male","90221"
"Others",""
"Female","1418"
"Male","1820"
"Post Graduate Equivalent and Above",""
"Female","27076"
"Male","65519"
"Primary Education (1-5 Class)",""
"Female","547523"
"Male","624809"
"Secondary Level (Class 9-10)",""
"Female","197458"
"Male","223675"
"SLC and Equivalent",""
"Female","206793"
"Male","254964"
