"Population by Single Year of Age","Number"
"0",""
"Female","290"
"Male","272"
"1",""
"Female","231"
"Male","255"
"10",""
"Female","687"
"Male","868"
"11",""
"Female","316"
"Male","229"
"12",""
"Female","580"
"Male","652"
"13",""
"Female","291"
"Male","314"
"14",""
"Female","318"
"Male","416"
"15",""
"Female","368"
"Male","410"
"16",""
"Female","348"
"Male","406"
"17",""
"Female","148"
"Male","237"
"18",""
"Female","382"
"Male","469"
"19",""
"Female","162"
"Male","158"
"2",""
"Female","385"
"Male","412"
"20",""
"Female","527"
"Male","612"
"21",""
"Female","152"
"Male","162"
"22",""
"Female","349"
"Male","286"
"23",""
"Female","161"
"Male","158"
"24",""
"Female","220"
"Male","163"
"25",""
"Female","661"
"Male","469"
"26",""
"Female","161"
"Male","175"
"27",""
"Female","173"
"Male","147"
"28",""
"Female","345"
"Male","255"
"29",""
"Female","53"
"Male","70"
"3",""
"Female","400"
"Male","426"
"30",""
"Female","760"
"Male","527"
"31",""
"Female","66"
"Male","40"
"32",""
"Female","312"
"Male","216"
"33",""
"Female","89"
"Male","72"
"34",""
"Female","92"
"Male","72"
"35",""
"Female","730"
"Male","536"
"36",""
"Female","117"
"Male","93"
"37",""
"Female","64"
"Male","86"
"38",""
"Female","221"
"Male","168"
"39",""
"Female","45"
"Male","50"
"4",""
"Female","418"
"Male","405"
"40",""
"Female","586"
"Male","557"
"41",""
"Female","45"
"Male","37"
"42",""
"Female","139"
"Male","134"
"43",""
"Female","58"
"Male","41"
"44",""
"Female","40"
"Male","43"
"45",""
"Female","497"
"Male","488"
"46",""
"Female","61"
"Male","51"
"47",""
"Female","37"
"Male","62"
"48",""
"Female","115"
"Male","89"
"49",""
"Female","23"
"Male","27"
"5",""
"Female","500"
"Male","573"
"50",""
"Female","405"
"Male","486"
"51",""
"Female","32"
"Male","37"
"52",""
"Female","94"
"Male","71"
"53",""
"Female","48"
"Male","32"
"54",""
"Female","29"
"Male","27"
"55",""
"Female","296"
"Male","396"
"56",""
"Female","37"
"Male","54"
"57",""
"Female","33"
"Male","43"
"58",""
"Female","122"
"Male","90"
"59",""
"Female","20"
"Male","29"
"6",""
"Female","428"
"Male","422"
"60",""
"Female","330"
"Male","384"
"61",""
"Female","33"
"Male","25"
"62",""
"Female","83"
"Male","64"
"63",""
"Female","19"
"Male","15"
"64",""
"Female","13"
"Male","24"
"65",""
"Female","231"
"Male","254"
"66",""
"Female","23"
"Male","22"
"67",""
"Female","21"
"Male","12"
"68",""
"Female","42"
"Male","53"
"69",""
"Female","7"
"Male","13"
"7",""
"Female","449"
"Male","429"
"70",""
"Female","188"
"Male","187"
"71",""
"Female","12"
"Male","12"
"72",""
"Female","35"
"Male","30"
"73",""
"Female","14"
"Male","13"
"74",""
"Female","11"
"Male","9"
"75",""
"Female","80"
"Male","80"
"76",""
"Female","4"
"Male","6"
"77",""
"Female","5"
"Male","2"
"78",""
"Female","7"
"Male","13"
"79",""
"Female","3"
"Male","14"
"8",""
"Female","565"
"Male","641"
"80",""
"Female","44"
"Male","47"
"81",""
"Female","3"
"Male","0"
"82",""
"Female","1"
"Male","3"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","1"
"Male","3"
"85",""
"Female","43"
"Male","47"
"9",""
"Female","288"
"Male","256"
