"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","54"
"Male","54"
"Baraee",""
"Female","173"
"Male","161"
"Bin",""
"Female","283"
"Male","262"
"Brahman - Hill",""
"Female","125"
"Male","113"
"Brahman - Tarai",""
"Female","195"
"Male","209"
"Chamar/ Harijan/ Ram",""
"Female","783"
"Male","803"
"Chhetri",""
"Female","13"
"Male","16"
"Damai/Dholi",""
"Female","24"
"Male","25"
"Danuwar",""
"Female","34"
"Male","35"
"Dhanuk",""
"Female","2412"
"Male","2489"
"Dhobi",""
"Female","422"
"Male","437"
"Dhunia",""
"Female","5"
"Male","11"
"Dom",""
"Female","29"
"Male","46"
"Dusadh/ Pasawan/ Pasi",""
"Female","232"
"Male","208"
"Gaderi/Bhedihar",""
"Female","336"
"Male","348"
"Hajam/Thakur",""
"Female","235"
"Male","256"
"Halwai",""
"Female","238"
"Male","281"
"Kalwar",""
"Female","68"
"Male","62"
"Kathabaniyan",""
"Female","120"
"Male","102"
"Kayastha",""
"Female","26"
"Male","26"
"Kewat",""
"Female","495"
"Male","528"
"Khatwe",""
"Female","419"
"Male","401"
"Kumhar",""
"Female","202"
"Male","160"
"Kurmi",""
"Female","47"
"Male","58"
"Lohar",""
"Female","115"
"Male","106"
"Majhi",""
"Female","12"
"Male","14"
"Mali",""
"Female","63"
"Male","63"
"Musahar",""
"Female","236"
"Male","238"
"Musalman",""
"Female","1394"
"Male","1272"
"Newar",""
"Female","20"
"Male","19"
"Others",""
"Female","42"
"Male","20"
"Sanyasi/Dasnami",""
"Female","99"
"Male","86"
"Sonar",""
"Female","165"
"Male","160"
"Sudhi",""
"Female","793"
"Male","878"
"Sunuwar",""
"Female","34"
"Male","30"
"Tatma/Tatwa",""
"Female","876"
"Male","793"
"Teli",""
"Female","730"
"Male","733"
"Terai Others",""
"Female","60"
"Male","49"
"Thakuri",""
"Female","6"
"Male","5"
"Tharu",""
"Female","17"
"Male","12"
"Undefined Others",""
"Female","13"
"Male","16"
"Yadav",""
"Female","5177"
"Male","5149"
