"Population by Educational Attainment","Number"
"Beginners",""
"Female","70"
"Male","89"
"Graduate and Equivalent",""
"Female","46"
"Male","257"
"Intermediate and Equivalent",""
"Female","144"
"Male","426"
"Level not Stated",""
"Female","80"
"Male","84"
"Lower Secondary (Class 6-8)",""
"Female","1134"
"Male","1675"
"Non Formal Education",""
"Female","142"
"Male","254"
"Others",""
"Female","7"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","61"
"Primary Education (1-5 Class)",""
"Female","2855"
"Male","3502"
"Secondary Level (Class 9-10)",""
"Female","589"
"Male","1331"
"SLC and Equivalent",""
"Female","265"
"Male","732"
