"Population by Educational Attainment","Number"
"Beginners",""
"Female","438"
"Male","427"
"","865"
"Graduate and Equivalent",""
"Female","73"
"Male","234"
"","307"
"Intermediate and Equivalent",""
"Female","442"
"Male","630"
"","1072"
"Level not Stated",""
"Female","42"
"Male","56"
"","98"
"Lower Secondary (Class 6-8)",""
"Female","1976"
"Male","2251"
"","4227"
"Non Formal Education",""
"Female","199"
"Male","298"
"","497"
"Others",""
"Female","7"
"Male","23"
"","30"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","68"
"","87"
"Primary Education (1-5 Class)",""
"Female","4692"
"Male","5337"
"","10029"
"Secondary Level (Class 9-10)",""
"Female","867"
"Male","942"
"","1809"
"SLC and Equivalent",""
"Female","686"
"Male","1027"
"","1713"
