"Population by Educational Attainment","Number"
"Beginners",""
"Female","811"
"Male","912"
"Graduate and Equivalent",""
"Female","230"
"Male","523"
"Intermediate and Equivalent",""
"Female","775"
"Male","1044"
"Level not Stated",""
"Female","26"
"Male","18"
"Lower Secondary (Class 6-8)",""
"Female","3118"
"Male","4071"
"Non Formal Education",""
"Female","723"
"Male","427"
"Others",""
"Female","13"
"Male","41"
"Post Graduate Equivalent and Above",""
"Female","43"
"Male","169"
"Primary Education (1-5 Class)",""
"Female","8197"
"Male","10419"
"Secondary Level (Class 9-10)",""
"Female","1327"
"Male","1710"
"SLC and Equivalent",""
"Female","1068"
"Male","1409"
